# SNRtot, SNR330_res, SNR330, evidence220_330, evidence220, nofilter
2.260447844350893831e+01 1.711290130213351901e+01 1.923494585790719924e+01 7.375503520168482652e+00 -1.211821844662075875e+02 -2.434908217424755037e+02
5.322638221648247026e+01 2.971093945147836735e+01 3.406861613596407068e+01 5.809933062310575380e+00 -2.693650010822173613e+02 -1.404533480818485941e+03
4.962624657618034973e+01 9.154894026132838647e+00 1.170232348875706663e+01 6.607579262733890069e+00 -2.760332777411102256e+01 -1.219391773510871417e+03
7.568088552458996787e+01 2.447719503927233475e+01 2.805285919688002139e+01 5.353440341674366110e+00 -2.021024946552284689e+02 -2.851807815783990918e+03
5.113280401361316763e+01 1.421744605995112742e+01 1.651819633879298266e+01 5.899696577232393047e+00 -7.463446744829627733e+01 -1.295291422038232895e+03
2.789996407586269811e+01 1.569895218785781488e+01 1.950945450989755514e+01 7.035274921953899252e+00 -8.275819399146840283e+01 -3.772135966081598326e+02
8.620242391905689416e+00 6.568867375478744108e+00 7.337273518285901019e+00 9.371217725160095213e+00 -5.699608555395421661e+00 -2.516388833854929175e+01
7.493233134855915978e+01 1.202933014138495516e+01 1.518124397889681809e+01 5.444241976574322628e+00 -3.647454253979729089e+01 -2.795436739556075736e+03
4.247840503986085281e+01 1.341062790354505729e+01 1.565071140261745697e+01 6.563993277637905521e+00 -5.709165429381791057e+01 -8.902170462561833801e+02
1.080313696528319412e+01 4.776433180041374627e+00 5.400590047548925909e+00 9.039717213661644379e+00 2.711811168016867057e+00 -4.636348303627943324e+01
2.118877156315116039e+01 1.451922014747778888e+01 1.897664848989580832e+01 7.235572180592941827e+00 -7.338862263954555942e+01 -2.124916190686469690e+02
7.209682298469579642e+00 1.151282023839850899e+00 1.514846349998421715e+00 9.908579981798906644e+00 8.949594086523740444e+00 -1.399935831337813319e+01
7.769957234713486116e+01 1.578435371830793876e+01 1.862073440249766065e+01 5.494554686350033634e+00 -7.218736694406344157e+01 -3.006621370354767350e+03
4.305285175031892919e+01 1.212084030166352200e+01 1.401375661217028146e+01 7.262001011025835950e+00 -3.610996037193891794e+01 -9.147836208084150940e+02
2.810683881367424064e+01 5.704915137548728588e+00 7.585716008580714487e+00 7.646246457448838463e+00 -4.390043169114113297e+00 -3.830067929398777551e+02
3.921473323753108531e+01 6.709173784401310847e+00 7.751969372442867545e+00 6.945799705854705408e+00 -1.195479158350414295e+01 -7.569072503363078113e+02
5.465723232278696742e+01 1.557894044090207153e+01 1.808264297849385827e+01 6.636315993838037386e+00 -6.988443608057204415e+01 -1.481716121484499809e+03
3.561165881372065201e+01 1.255510038213308555e+01 1.668083174332145546e+01 7.388410032387093374e+00 -3.925299748900548025e+01 -6.221047206233691895e+02
6.190783447101458137e+01 2.342109277645281296e+01 2.618087016006180079e+01 6.623091925210443875e+00 -1.546743609020703900e+02 -1.904299583336216074e+03
2.148999041910958141e+01 1.079247034244302483e+01 1.325711890977957985e+01 8.217110452441662716e+00 -2.810456302627203939e+01 -2.189194429976561764e+02
2.577105798944539927e+01 7.621008958941422051e+00 9.451847150344542925e+00 7.896086788485053631e+00 -1.152706064585524182e+01 -3.200833138386241217e+02
1.706813637498591874e+01 6.933758019713689436e+00 8.777087970733305156e+00 8.258028548166507221e+00 -1.056700744679572779e+01 -1.336702385485040736e+02
4.426882406718215890e+01 5.262361000486770912e+00 6.993228676036567393e+00 6.818865172698763466e+00 -2.325738045684319744e+00 -9.678739910365084143e+02
6.368644768496417186e+01 2.667226156711696206e+01 3.544493321912231210e+01 5.693727817744854036e+00 -2.850760137542077359e+02 -2.015991408255784791e+03
1.318277585016742925e+01 7.927556516519350005e+00 9.953555065206812102e+00 8.124513654107479610e+00 -1.444319259925591936e+01 -7.490238844882412650e+01
7.135511286445513690e+01 1.372480935599019958e+01 1.737450795516842206e+01 5.758102691724245936e+00 -5.151643637217192406e+01 -2.533785664840510435e+03
7.027554856129178518e+01 2.406190185332447129e+01 3.175186358436890544e+01 5.660389179082780942e+00 -2.127614709273659912e+02 -2.457335961686185328e+03
4.551787216032279559e+01 6.781011556756734393e+00 8.962421230767551705e+00 6.771249016290363798e+00 -7.157409907766550283e+00 -1.023947941892689755e+03
7.596059902834402067e+01 2.940771408517644758e+01 3.355671704235074060e+01 5.293909046415199882e+00 -3.092872818477488295e+02 -2.873015901263373962e+03
7.066703452314453671e+01 3.515350574915218829e+01 3.974644765195145624e+01 5.502549990426669702e+00 -3.069034189176049381e+02 -2.484924483038596009e+03
5.642865643577690271e+00 2.734014426543229348e+00 3.380068527265845280e+00 1.029265286649933486e+01 6.884579424714911688e+00 -3.930565226680068136e+00
3.266189404458075529e+01 1.246068030572811303e+01 1.394022870183911422e+01 6.947088563750213552e+00 -5.251698805161345263e+01 -5.214092601806551102e+02
2.538469377405953864e+01 6.363851712658097348e+00 7.107501395688768930e+00 7.428060777442584417e+00 -8.247898271863062902e+00 -3.102009378923338545e+02
1.139952102248194699e+01 4.615274564967424276e+00 6.044302039352885458e+00 9.364406001199840901e+00 9.824030112846262597e-01 -5.298413866194925248e+01
4.043021717716055008e+01 1.424684853966912890e+01 1.644970558263194960e+01 7.019138405304496509e+00 -6.436711156042092341e+01 -8.053108293871293881e+02
4.774729057151184008e+01 2.781903960927410324e+01 3.481056306262151168e+01 6.483305087879447370e+00 -2.503589949383818123e+02 -1.127911477351137137e+03
2.330131245131152795e+01 6.041774528065625205e+00 7.497563480898539190e+00 7.507221721294075500e+00 -7.795919704527333849e+00 -2.594851798677681245e+02
4.481991247949239465e+01 9.007751019032795625e+00 1.105885148949198005e+01 6.719455097145678124e+00 -2.411982314083853396e+01 -9.924218762256244872e+02
8.394108970320868934e+01 2.354858513567835132e+01 3.000600246006587568e+01 5.416968620820394875e+00 -1.795933141318645596e+02 -3.511062869172009414e+03
5.417941091546165211e+01 1.865317397704699687e+01 2.437168739931551542e+01 5.616933723270876477e+00 -1.295217845933433694e+02 -1.455713882464168137e+03
7.419208291445310977e+01 8.865059892592482171e+00 1.144363206775603103e+01 5.518195367128535089e+00 -2.562829152709143088e+01 -2.740242182483487341e+03
7.907843076346624400e+01 8.679764235026313557e+00 1.046829927496755275e+01 5.362466877918314445e+00 -1.726176467656731006e+01 -3.114708704897107054e+03
3.541016852605158505e+01 1.371131668647082869e+01 1.813589961328645117e+01 6.335244129050663808e+00 -5.666899092868691667e+01 -6.149496164126325084e+02
6.596581798361305005e+01 2.015512136460544923e+01 2.461890132448266044e+01 5.636403822084939286e+00 -1.212928676783614605e+02 -2.163754170014528881e+03
5.556105587879371654e+01 7.758907199079787098e+00 1.017032237066523948e+01 6.492006268036159433e+00 -1.508717839575525232e+01 -1.531525064074164447e+03
2.744854647527285962e+01 5.489038644218471319e+00 6.800668360195140316e+00 7.223588228869693317e+00 -4.939143700603400688e+00 -3.647209506935523677e+02
6.290520116115506255e+01 1.304473810237319675e+01 1.625517905910886896e+01 5.684747389073590007e+00 -6.437176101033544739e+01 -1.966541765453637709e+03
6.104841832052187556e+01 1.162693762233714700e+01 1.522648731691933044e+01 5.519978913063173565e+00 -3.807765442258839528e+01 -1.851464288609661025e+03
4.633576397140772229e+01 1.749054754391782396e+01 2.323614653587824819e+01 5.776508395690370001e+00 -9.993634377281391323e+01 -1.061511110297948335e+03
1.516770804502772663e+01 6.678484839037192700e+00 7.750787354096881465e+00 8.996482108084945750e+00 -5.463848966303737953e+00 -1.030392825605447484e+02
1.554910289421451886e+01 4.864416298261839522e+00 6.224968110885354733e+00 8.775064591313798346e+00 6.076022376236744904e-01 -1.088968992983805180e+02
6.393460941883436988e+01 2.966686852977002431e+01 3.519755305678694413e+01 6.226427386976580713e+00 -1.495265380699809725e+02 -2.031826739660397607e+03
8.696795877532296970e+01 1.343677371843824275e+01 1.781858223492014304e+01 5.483909005124840697e+00 -5.091621018244749308e+01 -3.769722525664082696e+03
5.323599809950511030e+01 8.222459417942665993e+00 9.944727770524375288e+00 5.945973636551078911e+00 -2.041381191382695448e+01 -1.405045345716201382e+03
3.101145225333815603e+01 1.124973065963954966e+01 1.492790959828134412e+01 7.662846677381096150e+00 -2.877179063544721060e+01 -4.688646843214813771e+02
6.660441835032845859e+01 2.063245036117638520e+01 2.466934585972822092e+01 6.302543773573212604e+00 -1.205465525957452826e+02 -2.206083870783730617e+03
1.058261482157850608e+01 2.146899976244574404e+00 2.603689440163533320e+00 9.451043081281834901e+00 6.799297787307946095e+00 -4.400546712189187559e+01
4.997267822947532778e+01 1.688154745018493230e+01 1.886014948720317719e+01 6.298043596810295242e+00 -7.856418924091917688e+01 -1.236643883604284156e+03
1.800161513817186787e+01 4.772868012471769283e+00 6.342451570040487319e+00 8.585769214864198418e+00 1.155952261773745882e+00 -1.500386726823745960e+02
3.478105749445092698e+01 6.343191957648421031e+00 8.363056837680272082e+00 6.670607759480174259e+00 -6.719622200636095499e+00 -5.928705791070957503e+02
6.561425506696914489e+00 2.551854093114296340e+00 2.966936795588663855e+00 1.007740731917123611e+01 6.890062698298717869e+00 -9.535751230911769127e+00
1.610603621513993389e+01 4.887349731165843814e+00 6.445944388113719725e+00 8.668728345635090093e+00 6.472772895191010178e-01 -1.177118001726448711e+02
1.772834321079841757e+01 7.259403153761655680e+00 9.322931100426282924e+00 7.859432759235247978e+00 -1.385613558715342108e+01 -1.451566753908765293e+02
1.393963364262912208e+01 5.531372252460175609e+00 6.303595213550235776e+00 8.749556154849090106e+00 -1.710228858146383146e-01 -8.516629193630416239e+01
4.815350994103513926e+01 3.295723551320555345e+01 3.873728244009647881e+01 5.813583976149028665e+00 -3.947039156250670544e+02 -1.147389858711630268e+03
4.135808699508572772e+01 1.890859973461663657e+01 2.136797182357597435e+01 6.150338240685987223e+00 -1.458377706530005469e+02 -8.432552788374848660e+02
5.703149722375609088e+01 2.316822247696302028e+01 2.686990318797697341e+01 6.596292140811029547e+00 -2.076421606070995836e+02 -1.614305436682594745e+03
6.485162740155482197e+01 7.147451085489551659e+00 8.095270302753464264e+00 6.079171237759661395e+00 -1.223692803997019141e+01 -2.090876387205993524e+03
5.962608952484659142e+01 1.056123586297143824e+01 1.180641359945389368e+01 5.900924978403670806e+00 -3.587838508990153485e+01 -1.765644874903455502e+03
5.989330465156360361e+01 1.288427520954348360e+01 1.490113714414690627e+01 5.957770387083467512e+00 -5.090853815547631456e+01 -1.781613569933450435e+03
2.297242280489459532e+01 1.794988447002801024e+00 2.381865940115162505e+00 8.136982332601702339e+00 6.843457263749980868e+00 -2.518757036543659353e+02
3.770252752832672627e+01 4.551258490151742997e+00 5.618009921975807508e+00 7.323479677279441269e+00 -9.137174613475620433e-01 -6.987498899030625807e+02
4.908974157530857951e+01 1.506195222160946123e+01 1.936434617098854005e+01 6.591132680798155619e+00 -6.185609705753930143e+01 -1.192910962856235301e+03
6.492574405184523556e+00 2.978200537486157540e+00 3.447342841337387664e+00 9.639666055742626583e+00 6.663087380463377229e+00 -9.086360094373921115e+00
4.174921599891587931e+01 2.137940132431815954e+01 2.799517645563249602e+01 5.875164756253806075e+00 -1.758527903948484550e+02 -8.595081171530119946e+02
4.724593743106513699e+01 3.185791579870666013e+01 3.740599327179234734e+01 5.923940131425255551e+00 -4.454819574667777147e+02 -1.104098900761006234e+03
2.863515267565041711e+01 4.437915818137057933e+00 5.427582512498939415e+00 7.238087654678680316e+00 9.909348473738726071e-01 -3.979955832698499307e+02
6.678343413625574954e+01 2.670638047714906094e+01 3.242637818789275883e+01 5.368710837387427048e+00 -2.952323546114333226e+02 -2.218023136406749927e+03
3.806436849256841981e+01 1.800726317249298702e+01 2.350644607528133889e+01 6.130409813613625580e+00 -1.072294764581363324e+02 -7.124576732599629167e+02
2.993347652721473295e+01 1.182422607372079604e+01 1.323028663757574286e+01 7.769167062322078543e+00 -2.307753484587173531e+01 -4.360161073936029652e+02
3.636562786533523450e+01 1.221818261084806068e+01 1.622721899675008217e+01 6.881221942668582336e+00 -5.250884319445831494e+01 -6.492390439109685758e+02
6.507453452009788641e+00 2.270465224611012189e+00 2.882488940451684911e+00 9.956818453326723883e+00 8.052162303002342369e+00 -9.183074105982393931e+00
1.436640414638484486e+01 1.429758039695615546e+00 1.899919266770146997e+00 8.558572575343266209e+00 7.544950390130694018e+00 -9.120638293957716769e+01
1.584606668779258598e+01 1.518387452223225909e+00 2.017289776391197442e+00 8.699255801033228153e+00 7.387666062859139515e+00 -1.135585136279302958e+02
4.176995677484865155e+01 2.181210975743966074e+01 2.440399149937709211e+01 7.182365110395366514e+00 -6.420666393965476004e+01 -8.603742433773076073e+02
5.066618526709260806e+01 9.515856209214565098e+00 1.078504081330413733e+01 6.329060934634998858e+00 -2.292146379692198721e+01 -1.271540763650621557e+03
1.896987740606998329e+01 2.239660476549722112e+00 2.574482403200205383e+00 8.378913506543291589e+00 6.201703820402117984e+00 -1.679377232916075684e+02
6.115314655267663824e+01 1.204058727308069443e+01 1.432204807942732394e+01 5.956718810897661420e+00 -3.496274842384981696e+01 -1.857863265537518828e+03
5.862768678539659817e+01 2.828749272267661397e+01 3.245833491036255936e+01 5.351453106105869217e+00 -3.401567950253087247e+02 -1.706612427794228779e+03
1.056100135725282740e+01 7.471525297543067268e+00 8.956301801930697692e+00 9.026982770252557131e+00 -1.533068740005823116e+01 -4.377697372489336658e+01
5.300338046143372850e+01 9.420819911777917000e+00 1.179111736457127257e+01 5.892619720510829495e+00 -2.889001127679461689e+01 -1.392688769060692948e+03
6.145343290528883529e+01 2.842120782453432781e+01 3.369745877506923648e+01 5.775749811722397986e+00 -2.302307074736289394e+02 -1.876271806813363582e+03
2.323985267003186550e+01 9.136387043974904643e+00 1.214029608688103856e+01 8.185570332396315152e+00 -1.427978191942160713e+01 -2.580549749533389559e+02
6.124442592000001184e+00 2.127013210024147227e+00 2.792749037192332473e+00 1.029879023940959470e+01 8.558466960491301734e+00 -6.763997422297181927e+00
5.975495223913381615e+00 7.070903343702467092e-01 8.616049277708273113e-01 1.035048086560934344e+01 9.518573130107881752e+00 -5.862870476451155000e+00
1.032869340153889048e+01 2.818702029046772584e+00 3.192577406156204667e+00 9.180264805522405425e+00 5.738078776261605007e+00 -4.135055258244184273e+01
6.056043232345306393e+01 1.218259470982942894e+01 1.518502080258162934e+01 6.491964143129086651e+00 -4.982826079415996645e+01 -1.821792580492714933e+03
3.667331983290559805e+01 1.780375584301220115e+01 2.365121945341012832e+01 7.457818932128875034e+00 -7.253950222303893725e+01 -6.604757926742389600e+02
2.548578910289857546e+01 8.082684982749622549e+00 1.074045528206419853e+01 8.041931776438806523e+00 -1.139714053528089188e+01 -3.127723219896572004e+02
5.824077456717097334e+01 2.368228138940780170e+01 2.647555735021911261e+01 5.683579769942705084e+00 -2.092865523308092008e+02 -1.684003509982959940e+03
3.470125999925674165e+01 2.472039092474173572e+01 3.173196068496490696e+01 6.541890276930548254e+00 -2.511570205906033380e+02 -5.900983216589532958e+02
1.618626868261678453e+01 1.146610860257939812e+01 1.360773304379380377e+01 8.383539955906046615e+00 -4.821768425604300745e+01 -1.190072458238757918e+02
3.096436549894357881e+01 6.080441117577157328e+00 7.458980557592397531e+00 7.505688725402015926e+00 -8.669245663679625125e+00 -4.674055642670290354e+02
1.546814939119536092e+01 6.010501244826711442e+00 7.952155049141617305e+00 8.847672819323507909e+00 -1.220801649922520937e+00 -1.076414216851140395e+02
4.813577054680020240e+01 1.054133701013807567e+01 1.399672614347607968e+01 6.370981833587482157e+00 -3.365872618378393355e+01 -1.146535801958044203e+03
3.190540264960925754e+01 2.492944746628410613e+01 2.786872317290437806e+01 7.082217275243796628e+00 -2.569241059453597131e+02 -4.969869580077920546e+02
7.196112566690166545e+01 2.233083874949607761e+01 2.882585518769579380e+01 6.209205841833515649e+00 -1.668149496934192086e+02 -2.577211402514752535e+03
1.379894026709508736e+01 1.347686014857938153e+00 1.523954536413747229e+00 9.132863089130724532e+00 7.876825598535342365e+00 -8.321497513837445581e+01
1.912470791063577025e+01 5.491654122586285602e+00 6.211698525880107624e+00 7.859225348500964436e+00 -4.526479753300568731e+00 -1.708868252245125348e+02
2.623892059322024650e+01 1.276728680501663682e+01 1.696111177238086754e+01 7.237351457848419933e+00 -5.392686533189825582e+01 -3.322500758396040510e+02
2.075110598520882021e+01 3.096482413621818974e+00 3.909746175546592095e+00 8.000534615278533934e+00 3.938692853418685580e+00 -2.033137986956299699e+02
3.129239439583896853e+01 1.544966080596755020e+01 2.002958905958901070e+01 6.536151191298626095e+00 -9.088500275412339136e+01 -4.776165724033123752e+02
4.148035976159545868e+01 4.981619741943725366e+00 6.067092153407266153e+00 7.160043551972420595e+00 -2.775618078017703105e+00 -8.483197218666391564e+02
1.717928913014475611e+01 1.708750610383843238e+00 1.928020186402386704e+00 8.257662476797978712e+00 6.999444668836730443e+00 -1.355735863995002148e+02
1.500432080734696783e+01 6.485001253578198899e+00 7.919473702944261007e+00 8.239410432466037548e+00 -7.251524898762284010e+00 -1.005744203358379139e+02
