# SNRtot_MF, SNRtot_opt, SNR220_MF, SNR220_opt, SNR221_MF, SNR221_opt, evidence220_221, evidence220, evidence221, nofilter
4.270861096681389313e+01 4.279104361073208196e+01 3.942036317926415023e+01 3.970093849523958340e+01 1.858626437590049818e+01 1.816728461850639320e+01 -3.968022752111169211e+02 -4.979699280361780893e+02 -5.582364684397211931e+02 -1.294323651115475059e+03
7.182616959641792675e+01 7.316159506952607217e+01 6.131192115305802304e+01 6.247537124273089404e+01 1.395712050650336167e+01 1.556431500415333247e+01 -3.841081040990464999e+02 -4.255479607253004701e+02 -5.104605833719165275e+02 -2.940024295172845086e+03
7.841624037989156193e+01 7.832069510085504760e+01 7.922511348350683136e+01 7.905351737816739899e+01 3.003920594045049075e+00 4.389517701051950382e+00 -6.295388405033326080e+02 -6.287850223758875927e+02 -6.752877979522739906e+02 -3.458238579289535210e+03
3.347184678850241113e+01 3.472228698049299567e+01 3.869189913521375956e+01 4.003682766948629279e+01 1.768993974500366662e+01 1.707934679424045754e+01 -4.171700575061169047e+02 -5.060273726633536171e+02 -5.161426120607160328e+02 -9.426043749657827675e+02
5.849918563224129286e+01 5.693642474467140602e+01 4.811324887789752580e+01 4.770670355185157518e+01 4.777221433447089538e+01 4.626831070678190372e+01 -4.138000419757174200e+02 -1.080602699729550523e+03 -1.079279649507943077e+03 -2.116056242864914111e+03
1.852033984217579743e+01 2.026479487011853919e+01 2.040901369761860806e+01 2.002014349235751212e+01 1.706785790244865453e+01 1.930259664761004146e+01 -3.834084436226859225e+02 -4.408842965186274796e+02 -4.399911065352034711e+02 -5.501831543708277650e+02
3.608331657700095008e+01 3.715290773092154097e+01 3.939971484350230213e+01 4.018144279726667634e+01 8.949250458335288982e+00 9.799072180327632609e+00 -4.216852653413696999e+02 -4.319883224495780496e+02 -4.309447744237775737e+02 -1.014673900584300213e+03
7.316537046324901894e+01 7.369271446235639189e+01 7.308826480503871892e+01 7.362143960464855752e+01 1.263559326622562207e+00 5.454084618997477873e-01 -4.744794061366528126e+02 -4.747623428136386678e+02 -4.988951850126745171e+02 -3.080820682741945802e+03
3.455702133238190044e+01 3.281430148961857185e+01 3.315847532823601540e+01 3.178035464905845586e+01 2.247548809619098975e+01 2.186308737862334794e+01 -4.205652032248913201e+02 -5.748376727061161091e+02 -5.947569715960670464e+02 -9.795566496813293043e+02
5.379757074691723773e+01 5.444260303752265173e+01 5.331802606046981907e+01 5.396799172020914170e+01 6.760278988087127239e+00 6.766175317802503919e+00 -5.872787004032635423e+02 -5.951700572282992425e+02 -6.088982398573543833e+02 -1.835381158203322457e+03
3.686178180217830658e+01 3.702313777125473138e+01 2.046810883022861205e+01 2.087442038360123675e+01 2.093172847637172751e+01 2.081123520077844802e+01 -3.943202026486954992e+02 -4.768293434855848432e+02 -4.786673035010177841e+02 -1.067282697163633884e+03
4.878263008980255933e+01 4.849916532287071647e+01 4.185753341894790935e+01 4.128770944592282888e+01 1.462843327537046889e+01 1.526888112224630589e+01 -4.601690694171529117e+02 -5.184897680190099436e+02 -5.308819087627009594e+02 -1.595085714073723238e+03
3.818911706736092526e+01 3.851141329385987433e+01 2.918913576993644554e+01 2.974572903955823833e+01 1.643436947741876963e+01 1.617821077989395206e+01 -3.954189883659731777e+02 -4.539734126820403048e+02 -4.617836266637761469e+02 -1.114660783535034170e+03
7.694246333400084836e+01 7.636839156032984022e+01 6.794762972783263422e+01 6.778113173779316014e+01 2.352210658533374499e+01 2.204535486129331900e+01 -5.325150268620213865e+02 -6.634312985787884145e+02 -8.667243069041383023e+02 -3.353822219431392568e+03
2.465637451063046726e+01 2.462241311801537691e+01 2.207146743742607597e+01 2.174582925296934732e+01 7.463407008792905195e+00 8.222880628841313211e+00 -3.804256042634710866e+02 -3.883839065326068862e+02 -3.927437859136457519e+02 -6.801462542007474212e+02
4.354051843289200008e+01 4.493155928193669268e+01 4.626868449126695992e+01 4.789111363224196083e+01 1.376679311546097750e+01 1.255638908308502977e+01 -3.983546148201508004e+02 -4.437960494932814868e+02 -4.537655109507876432e+02 -1.339738616343348895e+03
4.255049561228516808e+01 4.424987985317715555e+01 3.703159708170678499e+01 3.793970075403845499e+01 2.765099788925785873e+01 2.905339400500682601e+01 -3.923619766637089583e+02 -6.045198083629962866e+02 -6.031684825422322547e+02 -1.290983795083832547e+03
3.217855622744534827e+01 3.217050535765617525e+01 2.265707524113192406e+01 2.219141444669290664e+01 1.302669102901958276e+01 1.375891939948749965e+01 -4.254997973462938035e+02 -4.583246813952314369e+02 -4.939655620321310607e+02 -9.264061648491526739e+02
2.969875813578911306e+01 2.991038426734261790e+01 3.187662490025015316e+01 3.177797583025582639e+01 9.339458334495333247e+00 1.026178220465493141e+01 -3.823988093469001228e+02 -4.056230279594886383e+02 -4.071785494875907716e+02 -8.193353131505693909e+02
8.529309083443185102e+01 8.493156250847458466e+01 8.747519984256993553e+01 8.737440696117572259e+01 1.217279726055392430e+01 9.978159274219265740e+00 -4.837455308290198559e+02 -5.218246561204613272e+02 -5.292161577958332828e+02 -4.021970543012490907e+03
2.578842279429719042e+01 2.529061614095551391e+01 2.330959362594332163e+01 2.315468878621818405e+01 2.484899307789660838e+01 2.448123949132043364e+01 -3.887834109264420022e+02 -5.312027450753914763e+02 -5.393637960618847274e+02 -7.007358712974398713e+02
7.451142012602494979e+00 9.001617708185280620e+00 9.292701046296670597e+00 1.072340534719677230e+01 5.049549310574464656e+00 4.758438548293484338e+00 -3.957976610740428214e+02 -4.004553019175762074e+02 -4.020058157051832382e+02 -4.189415137426297520e+02
2.310725402958894037e+01 2.500047903078394995e+01 1.814043741866806769e+01 1.928079810266220306e+01 8.825661091772992961e+00 1.110742099320569309e+01 -3.767629678918572154e+02 -3.893485847892513334e+02 -4.087462599109209123e+02 -6.394495203514468358e+02
3.943167109900895895e+01 4.144619581791889118e+01 3.739209545895906928e+01 3.948771202590500451e+01 6.456299180703171103e+00 6.569441592764757587e+00 -4.017001494345446417e+02 -4.116244437484490959e+02 -4.193128530857124474e+02 -1.174814679797651934e+03
6.863956234095181230e+01 6.721770096120739879e+01 6.464057975176746140e+01 6.318941397945179261e+01 2.547016508018561254e+01 2.531706922784194091e+01 -3.869812659391175202e+02 -5.265629180748785529e+02 -5.562306891279901038e+02 -2.732361488152073434e+03
