# SNRtot_MF, SNRtot_opt, SNR220_MF, SNR220_opt, SNR221_MF, SNR221_opt, evidence220_221, evidence220, evidence221, nofilter
5.731315567674820244e+01 5.639438082953985543e+01 4.279630740692926594e+01 4.221802452173847087e+01 2.137025650667253984e+01 2.000028730660330822e+01 -3.871209599484859041e+02 -4.904956700129145588e+02 -6.370940061072797107e+02 -2.014956777932285149e+03
2.298646506219221664e+01 2.132171000788397563e+01 1.953740514450653620e+01 1.804357983073327887e+01 8.009207110748848280e+00 6.742372982451105834e+00 -3.873082799300080410e+02 -3.965283503548845374e+02 -4.131482516131407579e+02 -6.453436444875069355e+02
2.905354430470591254e+01 2.915597571978672775e+01 1.872135072615391138e+01 1.856874999732976406e+01 1.384278360491822291e+01 1.425117741440817198e+01 -3.531569967581118021e+02 -3.794607034698366874e+02 -4.226063512419266885e+02 -7.729013395628301168e+02
8.836323289370623968e+01 8.799648999392206861e+01 7.994084012230081271e+01 7.965171434279379525e+01 1.891735126014372526e+01 1.841545076190172736e+01 -9.418824169316421830e+02 -1.005780398723219605e+03 -1.200042273089260107e+03 -4.304841303578287807e+03
7.308359260818754422e+01 7.177719109289603239e+01 5.963069783036553417e+01 5.876021748878753925e+01 2.003682835425811604e+01 1.761765134991203752e+01 -4.292649880442983203e+02 -4.851489773175012488e+02 -6.833881339043211938e+02 -3.072180677778821519e+03
5.422429095861203763e+01 5.314954240980450351e+01 4.900352708913923294e+01 4.756674029045079521e+01 2.433367468535658418e+01 2.478637781982841304e+01 -4.306891474435878422e+02 -5.605970190329938987e+02 -6.915974101277079171e+02 -1.844833017651005548e+03
1.026356395745804377e+02 1.004426671163501226e+02 1.045691920177240064e+02 1.023595182726012354e+02 1.017257229285954745e+00 2.992947543578097669e+00 -1.329049841607086819e+03 -1.330975087612920561e+03 -1.442369223774865304e+03 -5.662446045524227884e+03
5.071114425481105314e+01 5.116144711857611327e+01 3.405225828412373090e+01 3.316507872553392389e+01 2.718675550868749724e+01 2.899602183996952220e+01 -4.151490858357697107e+02 -6.137306929429128104e+02 -7.689792459424170374e+02 -1.689244749224106954e+03
1.746715703057825664e+01 1.792364818101685131e+01 1.218638138465420795e+01 1.245934286621559295e+01 9.873368936620156688e+00 1.033593623404758155e+01 -4.171285990598075841e+02 -4.387129520164886003e+02 -4.504308653946043819e+02 -5.613669365537651856e+02
1.397253014255564629e+01 1.303936423586774218e+01 1.392210535349719969e+01 1.298860546547599881e+01 6.037914807783847371e-01 8.254981305136423197e-02 -3.784268811767469742e+02 -3.782520629073322880e+02 -3.820395017576950636e+02 -4.685548207607062068e+02
6.273300429697358283e+01 6.279580576199788311e+01 4.844351750909544307e+01 4.853057654406231336e+01 2.237268157176339045e+01 2.236009859678854994e+01 -4.328760516761829535e+02 -5.298652600941996980e+02 -6.601095422251106584e+02 -2.361151210573781555e+03
7.501491015727113165e+01 7.436899607581595717e+01 7.362844004288096755e+01 7.347599016034097019e+01 2.312458194510348619e+01 2.140363218268917933e+01 -4.188294633370285283e+02 -4.990509647361698171e+02 -6.374591778305540402e+02 -3.217624593093361909e+03
5.115501927855412845e+01 5.004267337177340380e+01 5.163269200632954181e+01 5.046292198999561407e+01 -8.750829694745946297e-01 1.448378116386670467e+00 -4.063536533710935146e+02 -4.070571184953333841e+02 -4.595923700753223784e+02 -1.678879991420906663e+03
2.354123536202207490e+01 2.376236416150674202e+01 2.250474957372236773e+01 2.304621174399997940e+01 7.046664696922699811e+00 5.801437278020346255e+00 -4.057344798588185881e+02 -4.240926875890147016e+02 -4.431716249788451023e+02 -6.458453408576184529e+02
2.330451033550376394e+01 2.502809921031996154e+01 1.628007623600061748e+01 1.772876338389200157e+01 1.191106423962446570e+01 1.323035751459441478e+01 -3.655990986390871740e+02 -3.804242717738229658e+02 -3.939037929434812213e+02 -6.326963617408730443e+02
5.338102957028757345e+01 5.321594030275347365e+01 5.367399362250757378e+01 5.351328508400860784e+01 1.867903374437251962e+00 1.762762271407709136e+00 -4.872900053574502408e+02 -4.867513929323881712e+02 -5.158856759411969506e+02 -1.823949485695482963e+03
8.225239080142401349e+01 8.199185774363735391e+01 8.275852557090148309e+01 8.249458684806825204e+01 2.219562421728259682e+00 2.391787770036967409e+00 -3.633224242567115994e+02 -3.650378444725419058e+02 -4.766968869441453194e+02 -3.738015139247990646e+03
7.280184552320135083e+01 7.231535355253119235e+01 7.719392494720683828e+01 7.673480094421483955e+01 8.059997915327850038e+00 8.066190444399071069e+00 -4.241199347965074935e+02 -4.392884121984307058e+02 -4.940480488827136583e+02 -3.051289341943763247e+03
1.834772301223204849e+01 1.767180650981955736e+01 2.153841628190119550e+01 2.062752168078251103e+01 7.943395147496947750e+00 8.727663732519541639e+00 -3.665592984764733160e+02 -3.834436879180308893e+02 -3.892507053742928065e+02 -5.288848191461361239e+02
9.593419467251473520e+01 9.641733070969232244e+01 8.816470189942668867e+01 8.869829289693565499e+01 1.148400136346024958e+01 1.141867649765401360e+01 -1.125619861028493915e+03 -1.148359555335854338e+03 -1.367583454338484898e+03 -4.999879902109731120e+03
4.919151521057859355e+01 4.998616478494437132e+01 5.101577653279900915e+01 5.183801796836795717e+01 4.881537915736609001e+00 4.188759622850309228e+00 -3.954805691165125268e+02 -3.993731203127827030e+02 -4.290989052100521235e+02 -1.595913266306152764e+03
5.398096571062390581e+01 5.221218975794043615e+01 5.910186737788140476e+01 5.733569566305654774e+01 1.506433066156147937e+01 1.563442012925008839e+01 -4.059416229185952716e+02 -4.699915474387147469e+02 -4.826486966021749936e+02 -1.839897228139912841e+03
2.767576572405864965e+01 2.846363741931490310e+01 2.722941817040682011e+01 2.800223463919491707e+01 -4.040991023857652964e-01 7.067574667232312535e-01 -3.954217274098497228e+02 -3.960433186492984419e+02 -4.158365458589090053e+02 -7.735770836510752133e+02
1.556052521773545827e+01 1.522908747818897623e+01 1.151318086296708465e+01 1.127156795903899322e+01 5.866896021889049351e+00 5.439636186280507602e+00 -4.125732693175606869e+02 -4.220289204284558195e+02 -4.276113894582472312e+02 -5.294297114581648884e+02
2.339594212267634887e+01 2.354920292039892971e+01 1.594117904464479984e+01 1.589115265456373294e+01 9.963287510310260942e+00 1.038728165739405185e+01 -4.067083217724501196e+02 -4.190872694001350283e+02 -4.416582223481678398e+02 -6.552471398435349101e+02
3.561729822266516265e+01 3.580981489905866511e+01 3.440481634181143988e+01 3.375169455806149443e+01 3.061237623647996386e+01 3.153016260699974183e+01 -4.171463661300219883e+02 -6.384078161030395222e+02 -6.823768027735745818e+02 -1.005678393005247472e+03
1.651886345346878215e+01 1.536051146333595696e+01 1.780661874966589409e+01 1.658981867363815965e+01 2.327140835639385674e+00 3.099418995984034808e+00 -3.959058658793633754e+02 -3.984042984805766991e+02 -4.070648369548367214e+02 -5.274738676072844328e+02
6.615401096116308111e+01 6.794307964074083372e+01 6.704428922710019378e+01 6.879871278458824690e+01 3.919339952377824510e+00 4.126017076897483093e+00 -4.806558911367139899e+02 -4.860336554266596636e+02 -5.715778756660920408e+02 -2.586560057130693622e+03
3.615343902937885190e+01 3.523588576128113914e+01 3.590186951766808932e+01 3.472913228603056979e+01 3.518374720024676350e+01 3.542082087926543466e+01 -3.835144696542710108e+02 -6.285699954661603215e+02 -7.260436165270401716e+02 -1.025991334601714470e+03
4.505630501774667351e+01 4.539717051567556183e+01 2.863514019074014882e+01 2.946406747070346910e+01 2.252314963341500587e+01 2.211854617982454130e+01 -4.173395032859918956e+02 -5.202727061392322412e+02 -6.491876537925919592e+02 -1.412544548895600428e+03
4.408410784469768373e+01 4.538638953731609860e+01 4.495023733232642371e+01 4.642321377907612856e+01 9.080041787252739027e+00 7.907119559251332142e+00 -4.143774856719577429e+02 -4.188670801254980915e+02 -4.322496748469199588e+02 -1.366246442823360439e+03
1.218577927479822165e+01 1.326450509152431678e+01 8.000407859847328496e+00 8.632845634441530080e+00 5.352638233004803681e+00 6.677782651287745175e+00 -3.960644812554514829e+02 -4.027574101338994410e+02 -4.108808703217825951e+02 -4.657087447117789907e+02
4.372295341886392350e+01 4.500226500620586023e+01 5.043626770061584352e+01 5.180208819664152742e+01 1.452034172142264268e+01 1.354743148914791639e+01 -5.216978319099689543e+02 -5.600488655723363536e+02 -5.666978385181265594e+02 -1.381522092059982469e+03
2.003070835676264849e+01 1.943390210108052685e+01 2.402456319148263120e+01 2.334482829872722931e+01 9.771634438554160695e+00 1.019064802845225337e+01 -4.241988306364948471e+02 -4.425634353039032476e+02 -4.423193260894919376e+02 -5.982992967848658736e+02
4.545843768809645979e+01 4.692245263303976799e+01 3.851208416414696245e+01 3.968129442719802569e+01 2.899827393709103163e+01 2.974788668927274315e+01 -4.028718317451936741e+02 -5.778247828051950137e+02 -7.218261118585278382e+02 -1.432377306661242983e+03
7.007837575999531055e+01 7.073910606749845442e+01 4.457782692835877469e+01 4.487018798026954869e+01 3.513655196223336930e+01 3.606869481139765554e+01 -3.888758126704858000e+02 -6.011939848501816641e+02 -9.077998870039668873e+02 -2.838379649919808799e+03
6.211960823859029546e+01 6.212761542861130692e+01 6.038240618921266645e+01 6.030068689383326586e+01 8.739010128175985770e+00 9.321047426951928117e+00 -4.300143229761001180e+02 -4.420793047203009678e+02 -4.866763138150371901e+02 -2.335879168713935996e+03
8.405835942221376200e+00 8.358621609783986273e+00 1.014634461802534382e+01 1.034448977070873532e+01 6.757019541677694363e+00 6.373500760341495486e+00 -4.107420804281895812e+02 -4.137642561477557592e+02 -4.146583344836664651e+02 -4.411728692584165401e+02
8.509799962731466394e+01 8.467364330046197551e+01 8.733662455751527887e+01 8.711644798256511990e+01 1.087176114451279574e+01 9.013310163770727357e+00 -5.414684045132826213e+02 -5.682545549061806014e+02 -6.110221486946137475e+02 -4.018683054518829067e+03
7.926317864379328171e+01 7.894144691312700957e+01 5.947086570360359303e+01 5.882771141493184786e+01 2.682477087215916001e+01 2.728067334910450725e+01 -3.993459046530535375e+02 -5.348400489517911183e+02 -7.521865990989959982e+02 -3.516087514912107963e+03
4.110827734906798270e+01 4.120377118398235439e+01 3.946276750921274612e+01 3.995581122689014819e+01 2.603178769113651114e+01 2.541138645426569909e+01 -4.591559573035150379e+02 -6.749704822871315173e+02 -7.470538320094431128e+02 -1.235603417846697994e+03
4.221216552803734601e+01 4.099646084823159242e+01 3.920086539269843939e+01 3.778618629208109780e+01 3.013107407247233382e+01 3.025060025378551387e+01 -3.876021351605829750e+02 -5.829126102481397993e+02 -5.830343315245260101e+02 -1.269682424083482374e+03
5.529538166491696671e+01 5.572575504169863336e+01 5.446538872912886120e+01 5.489200945017344679e+01 7.027558400183320231e-01 1.181003837187311722e+00 -4.520456347997320563e+02 -4.520746293104237452e+02 -5.179674166637863664e+02 -1.923968351444555537e+03
7.158215592565875340e+01 7.009918178643479791e+01 5.173391856744951411e+01 5.098775197725117181e+01 4.094995050749434284e+01 3.927164237603937380e+01 -4.258132514722973951e+02 -5.888485429610429946e+02 -6.481819468374873168e+02 -2.965424863797376020e+03
8.317303272245901269e+01 8.293266370785613617e+01 6.496468153984685046e+01 6.472046715285070206e+01 2.624727396631888254e+01 2.608901681653666316e+01 -7.373469962088714738e+02 -8.700862734398547218e+02 -1.073128857474360302e+03 -3.831682083544767011e+03
6.402383720874668427e+01 6.419117382575539921e+01 5.192912337812548174e+01 5.101000816229542068e+01 3.166864079519389463e+01 3.339425522051563888e+01 -3.956160988138640846e+02 -4.914266007492212793e+02 -5.892406806838386046e+02 -2.439539616668208510e+03
5.155834269208125420e+01 5.170461204136036315e+01 5.405454493935626914e+01 5.306321346675074579e+01 3.670599381335092914e+01 3.827781883716287581e+01 -4.107851778440825683e+02 -6.669874255660145081e+02 -7.735409880150500612e+02 -1.728102621170206930e+03
3.421478599947453603e+01 3.469914233664301406e+01 4.601729168355078770e+01 4.636083035627624582e+01 3.091826874169616346e+01 3.094670509236396327e+01 -5.218325361413438941e+02 -6.896373973196076577e+02 -7.047036906827164557e+02 -9.647185396186705475e+02
1.140758151438984491e+01 1.139318044383258943e+01 1.108227059777410162e+01 1.094500482179027401e+01 3.021432153344859373e+00 3.413493953589183061e+00 -4.037621892362795393e+02 -4.068566995340225958e+02 -4.094309947973918611e+02 -4.665230931988264729e+02
1.640282155094094207e+01 1.613304978550743485e+01 1.650058562840979093e+01 1.598688318139311093e+01 9.484481025635497886e+00 9.875378419537044650e+00 -4.070586518961849833e+02 -4.174825613384456346e+02 -4.184381117717763345e+02 -5.393640347214155781e+02
7.967888880466526302e+01 7.960757621633906922e+01 6.468160990557100831e+01 6.480332453933270642e+01 2.227862042262997377e+01 2.165214506974863795e+01 -4.115476997210940340e+02 -5.284028965241608375e+02 -7.615572317182385405e+02 -3.548485775558182468e+03
7.787247356282237831e+01 7.821276457369637569e+01 7.181783571378660724e+01 7.198937159988867052e+01 1.230865987950500617e+01 1.337527981356063655e+01 -5.472698892728184319e+02 -5.844793274805495003e+02 -6.663891286719255049e+02 -3.430696577060530672e+03
3.141002208312104926e+01 3.141971465780049755e+01 3.053170800031043797e+01 3.065613675435255558e+01 2.251412848481891160e+01 2.235713308851909886e+01 -3.767463522153058761e+02 -4.765529729771571397e+02 -5.303790090082121651e+02 -8.638311280994112167e+02
6.220605304981037875e+01 6.290781248413852467e+01 5.934905836043132155e+01 6.003144246305412679e+01 3.718186577244182889e+00 4.435501013572668683e+00 -4.629983567673880884e+02 -4.687417969459233973e+02 -5.491392284380237925e+02 -2.320032653977575592e+03
3.574050398834092590e+01 3.523466569790448233e+01 3.616790264284900758e+01 3.567026598973846774e+01 2.214497427276433505e+00 2.181394158082553769e+00 -4.801730457731616752e+02 -4.811291810177926891e+02 -4.896645635378001771e+02 -1.055442157967942649e+03
1.045664736077334567e+02 1.031480615380963997e+02 9.838522670865303610e+01 9.733373212108028838e+01 3.091366176390180343e+01 2.941939003067087199e+01 -2.859365349839266855e+03 -3.039783263251375956e+03 -3.278180919438717865e+03 -5.874475801872348711e+03
1.005927496868685722e+02 1.010495912205101092e+02 1.006032741640419346e+02 1.010602504562759236e+02 1.031444541915269797e+00 1.824750573282661256e-02 -5.454734555370444014e+02 -5.467163727649636940e+02 -7.042242088206299968e+02 -5.443574619193995204e+03
3.426851698826077808e+01 3.403505118000684604e+01 3.565251923459117478e+01 3.528592893675762809e+01 4.771085216051631051e+00 5.653611150799084051e+00 -4.055185692806525708e+02 -4.127763862593320141e+02 -4.293025099904589865e+02 -9.870711839303484112e+02
4.863722313669050124e+01 4.888957250722909009e+01 5.323554837217485414e+01 5.347034319152606230e+01 1.706610161402585746e+01 1.705335886205782003e+01 -4.032754547165381496e+02 -4.487655340186166200e+02 -4.565995788062088536e+02 -1.573523633375537884e+03
4.248796084111796034e+01 4.204910487736412250e+01 5.037328961492934809e+01 4.974521565799543055e+01 2.842061196790241695e+01 2.886373459804784858e+01 -6.265158889067754444e+02 -8.018014699073872862e+02 -8.032736491618348964e+02 -1.249683926495171363e+03
3.443053751001287566e+01 3.474130618748520760e+01 3.996699229768919537e+01 4.078394171254469569e+01 1.460853832611346625e+01 1.285678575162842385e+01 -4.293964653898810866e+02 -4.573410173418645854e+02 -4.576131023239244655e+02 -1.004355378971960249e+03
2.054370600981405559e+01 2.098590578175817356e+01 1.993935314497771571e+01 2.068249623977365914e+01 6.898687463813407028e+00 5.859298226881096916e+00 -4.053654679520120681e+02 -4.137079806009689378e+02 -4.166869179969095285e+02 -6.058770850266749903e+02
8.329226126983259348e+01 8.242824739516071020e+01 8.944268358261686558e+01 8.842839317224579077e+01 1.080006508206650118e+01 1.230171880085757863e+01 -4.112725634834233688e+02 -4.337267205644945989e+02 -4.989839175286370505e+02 -3.859418546170805257e+03
4.907386013359188581e+01 4.953486079384229868e+01 5.322733406866831984e+01 5.419248790201942256e+01 2.175941824273873237e+01 2.030836685508256423e+01 -3.845339485032883431e+02 -5.015138709615875996e+02 -5.053170471304470652e+02 -1.579612326806173769e+03
5.409238874125453123e+01 5.320504115323549854e+01 4.723816271944907186e+01 4.642011054393683622e+01 1.584452484457019317e+01 1.523833714632669079e+01 -4.189084281583343454e+02 -4.814281513244812913e+02 -5.254694783891476391e+02 -1.853676983757120297e+03
6.380728929446184594e+01 6.390387641767665627e+01 3.653841565947602987e+01 3.650469572585044631e+01 3.275397465720242707e+01 3.297846140361995282e+01 -4.514419157268745835e+02 -5.595107420398253453e+02 -7.201688252042154090e+02 -2.461698123287508679e+03
4.554257499454164559e+01 4.718689305279374935e+01 3.509721799681121013e+01 3.659948968015590509e+01 1.319166675919213993e+01 1.472681741349680529e+01 -4.025433107580057595e+02 -4.388651628949294832e+02 -5.371933183881230889e+02 -1.405751710773616423e+03
5.901112552547814261e+01 6.007910739636406561e+01 5.155876918522982777e+01 5.259853081125340424e+01 9.264599429411827458e+00 1.019392395969323672e+01 -4.481143090111218612e+02 -4.587777058183465897e+02 -5.556726003063627104e+02 -2.112760429738791117e+03
4.983946158369604973e+01 4.984752308364503648e+01 4.520747955038812194e+01 4.546582726260192686e+01 1.563864284768155599e+01 1.487606577778551653e+01 -4.286305707963343252e+02 -4.720807348016610376e+02 -5.708626663387743747e+02 -1.615349165089320877e+03
4.711359358915804307e+01 4.763877602965607849e+01 4.774666024887811488e+01 4.800034382657170795e+01 3.236622559571534907e+01 3.275825350716481665e+01 -4.291037557390584425e+02 -6.403731495709994306e+02 -6.395598481582769637e+02 -1.499737298666321294e+03
6.677639853343268328e+01 6.614382235032620372e+01 7.357794843961413278e+01 7.277696506763221862e+01 1.460907550885174544e+01 1.565968012364221806e+01 -6.414747344922410548e+02 -6.983125974437864443e+02 -7.146626110036877435e+02 -2.582612346178515509e+03
2.737877009547572627e+01 2.803138290217819062e+01 3.248202988794448487e+01 3.335887115662696090e+01 1.784700072104374513e+01 1.721036124079405738e+01 -4.237181245348138532e+02 -5.138167634383943323e+02 -5.190593729029028509e+02 -7.867448953081338914e+02
1.976866117687311331e+01 1.988149851615936825e+01 1.280558545677475912e+01 1.332239865465535367e+01 1.041982266154518832e+01 9.953471177127115155e+00 -3.801109503507066165e+02 -3.895005613784480829e+02 -3.970214120437108249e+02 -5.449374314564116730e+02
5.232603657418880516e+01 5.301999467974343361e+01 4.569438300671108522e+01 4.732244449748609583e+01 3.990234035668027701e+01 3.886674569202372709e+01 -8.951167344690588834e+02 -1.179283467695330728e+03 -1.207241090288568330e+03 -1.739040072347660043e+03
6.302603143967254340e+01 6.277104416474941218e+01 6.119587202630784617e+01 6.094153828179877053e+01 3.913937336961436309e+00 3.779987730673338486e+00 -4.380682374613780325e+02 -4.403760364159629148e+02 -5.134687449195126874e+02 -2.368486077083973669e+03
6.795319628984721305e+01 6.818612382981707754e+01 4.201390630021385419e+01 4.192225749893980691e+01 3.190448133773731598e+01 3.251118185143669592e+01 -5.142724851651564677e+02 -6.293030680076416274e+02 -8.313879192936594791e+02 -2.711607669302853992e+03
