# chi, slope
0.000000000000000000e+00 2.661825931641804921e+00 1.430440022968361147e+00 5.495354457053051173e-02
0.000000000000000000e+00 9.705623938506370285e-01 1.818262824276117628e+00 5.609955081193672422e-02
0.000000000000000000e+00 5.157371392533197429e+00 2.588307183185179383e+00 2.322152355490555639e-02
0.000000000000000000e+00 4.693524152494920720e+00 4.632113139983600192e+00 1.061954408876225470e-01
0.000000000000000000e+00 2.862516035706994533e+00 3.117179499113584829e+00 9.509580696450657677e-02
0.000000000000000000e+00 2.991697114848235639e+00 2.606683579040655063e-01 5.016691440579104655e-02
0.000000000000000000e+00 1.424497561491099074e+00 4.533280866883043103e+00 4.114581833314619880e-02
0.000000000000000000e+00 5.648427461361809954e+00 3.968559276627757537e+00 5.732505743306784418e-02
0.000000000000000000e+00 5.239028450798121739e+00 3.518664607265555411e+00 7.798772589232490227e-02
0.000000000000000000e+00 4.150815155569798520e+00 2.229651180594620641e+00 1.710566575614549945e-02
0.000000000000000000e+00 2.654135314365698051e+00 4.933189816201736022e+00 2.628556485515393115e-02
0.000000000000000000e+00 2.505816323083692176e-01 4.933359127807415589e+00 2.320757409589003020e-02
0.000000000000000000e+00 5.948038369223623612e+00 8.592116077414853059e-01 2.882551498753603558e-02
0.000000000000000000e+00 4.109341569206005573e+00 1.339312678202503104e+00 3.737458252806233339e-02
0.000000000000000000e+00 1.916831348382778799e+00 5.375619127764585947e+00 2.546877336668485967e-02
0.000000000000000000e+00 3.191142357682978936e+00 5.410622340166956867e+00 2.052666839245538208e-02
0.000000000000000000e+00 2.940532787888197497e+00 5.259183276064269386e+00 2.266976994587657432e-02
0.000000000000000000e+00 4.635698637113303988e+00 6.144757798110643598e+00 3.071279082688731232e-02
0.000000000000000000e+00 5.419496553312681542e+00 4.868263776902836071e+00 8.556218292842421302e-02
0.000000000000000000e+00 1.436958317985872036e+00 4.824686810984367469e+00 3.477208881239215316e-02
0.000000000000000000e+00 1.104384201962484768e+00 5.206381202499110294e+00 2.099736268963781419e-02
0.000000000000000000e+00 4.673377780005854021e+00 1.755447044663005274e+00 3.384590871591592470e-02
0.000000000000000000e+00 3.071507729138321374e-01 1.418282058587082117e+00 3.312058049113925789e-02
0.000000000000000000e+00 5.406517743105752061e+00 3.269037677910807460e+00 4.717194549727519309e-02
0.000000000000000000e+00 4.502718005570911508e+00 5.703328325798752374e+00 3.304920022028256382e-02
0.000000000000000000e+00 2.740195198013710698e-01 2.854231328492695230e+00 3.337254589028926938e-02
0.000000000000000000e+00 8.719024947180883389e-01 3.004292887003939261e-01 1.343081805734459011e-01
0.000000000000000000e+00 4.248778854234470437e+00 2.107931865700762852e+00 2.014703503559339345e-02
0.000000000000000000e+00 7.240560741355417385e-01 5.832095885631330745e+00 5.288377138843420450e-02
0.000000000000000000e+00 2.035459777250225422e+00 5.852454703991479157e+00 2.570009197887886815e-02
0.000000000000000000e+00 5.844224271479583344e+00 3.184169517209406219e+00 4.872888853819335592e-02
0.000000000000000000e+00 1.040303043533084670e+00 8.745143131388176672e-01 1.075807015740653655e-01
0.000000000000000000e+00 4.496682337146935993e+00 4.703548994242783721e+00 9.556988490829360083e-02
0.000000000000000000e+00 2.993254371813177883e+00 8.727397548595337007e-01 3.409564616509780377e-02
0.000000000000000000e+00 4.721845486061145181e+00 2.157979564894480617e+00 2.430028408795203640e-02
0.000000000000000000e+00 6.067831845487678954e+00 3.961093394239082244e+00 3.557452618819122864e-02
0.000000000000000000e+00 1.604026550018136321e+00 5.952051672983887265e+00 2.734421672823909855e-02
0.000000000000000000e+00 5.776943101362854271e+00 5.548714460892663070e+00 8.031510138779397734e-02
0.000000000000000000e+00 5.964394899837790476e+00 4.605448963208120361e+00 4.446608301192524204e-02
0.000000000000000000e+00 2.340439282311426616e+00 5.626531025168151068e-01 6.367878085744010930e-02
0.000000000000000000e+00 5.983029243923055240e+00 4.720032544979521627e-01 4.503620819831111871e-02
0.000000000000000000e+00 3.572572105108592133e+00 5.314990658500545750e-01 5.049855481048765027e-02
0.000000000000000000e+00 5.448649761764753130e+00 7.316026744154373596e-01 3.146828576227704566e-02
0.000000000000000000e+00 4.359143069523381264e+00 2.035741711992851144e+00 2.300219733529016916e-02
0.000000000000000000e+00 1.628438699719715999e+00 5.996045241970928252e+00 3.098456686795860934e-02
0.000000000000000000e+00 1.500173059272182696e+00 5.408629841663386451e+00 2.124925441972151663e-02
0.000000000000000000e+00 2.478419640152250414e-01 3.684788911102282238e+00 4.786477792135373360e-02
0.000000000000000000e+00 5.700696359487649190e-01 5.128737731425426105e+00 1.829093965275035635e-02
0.000000000000000000e+00 5.024876013049025758e+00 2.477796046488651260e+00 2.200839865567250780e-02
0.000000000000000000e+00 3.430075746732127229e+00 3.553998478179396514e+00 8.801255679026781520e-02
