# chi, slope
5.999999999999999778e-01 3.091007925536990442e+00 1.204311166753596396e+00 3.141756447116748896e-02
5.999999999999999778e-01 2.003540362169200950e+00 3.160896661867929058e+00 2.001135866540060607e-02
5.999999999999999778e-01 4.538555893293025889e+00 1.962097333978380487e+00 3.742346168869960937e-02
5.999999999999999778e-01 1.132820401833304569e+00 6.133769845499998929e+00 1.814442154591176803e-02
5.999999999999999778e-01 2.459510096530099776e+00 3.367932246457458145e+00 2.200376531838103833e-02
5.999999999999999778e-01 2.149607274656517575e+00 2.490285034876777992e+00 1.387359312442337442e-02
5.999999999999999778e-01 1.630938815311045120e+00 9.965993249059473813e-01 2.271044489105616959e-02
5.999999999999999778e-01 1.480339309820744242e+00 3.865317414046464339e+00 4.645842584274297721e-02
5.999999999999999778e-01 2.098857086901405822e+00 5.103624802141885297e+00 4.435825078764452783e-02
5.999999999999999778e-01 5.307885147991845187e+00 3.867250667974728273e+00 3.048535758046983651e-02
5.999999999999999778e-01 3.372409229690557897e+00 2.923356825135031034e+00 1.452487880851257088e-02
5.999999999999999778e-01 3.181733895222046193e+00 4.724634740696498802e+00 2.619329269284834116e-02
5.999999999999999778e-01 6.709151413964110633e-01 3.879700813813677929e+00 5.176097803713197720e-02
5.999999999999999778e-01 3.635708947164869032e-01 3.670494024220436469e+00 4.892199681388434418e-02
5.999999999999999778e-01 4.335339601126341869e+00 4.141509163148789696e+00 2.166825244903786488e-02
5.999999999999999778e-01 2.808558050266911188e+00 4.881683195620504456e+00 3.300022249159440674e-02
5.999999999999999778e-01 4.184286400092932290e+00 1.643116504008868883e+00 3.912029334694741567e-02
5.999999999999999778e-01 6.171779313670644029e+00 2.074667694342040292e-02 1.677270324309951960e-02
5.999999999999999778e-01 4.244067778444798655e+00 5.704913467945688765e+00 1.926096377210902502e-02
5.999999999999999778e-01 5.254909323670871046e+00 5.430474293152566245e-01 3.213216547005116192e-02
5.999999999999999778e-01 5.970322698623983015e+00 1.216037881296283318e+00 2.953785409166154521e-02
5.999999999999999778e-01 2.344703591497415029e+00 1.815998266129558170e+00 1.612570458967261741e-02
5.999999999999999778e-01 5.037460039986747518e+00 4.170440346393387010e+00 2.345471333678184750e-02
5.999999999999999778e-01 3.529679188907441478e+00 5.010702214996496373e+00 2.300982180590386769e-02
5.999999999999999778e-01 1.738200340760565732e+00 1.846915548715125199e+00 1.562659304403557492e-02
5.999999999999999778e-01 1.335456472170398312e+00 4.076781391172297653e+00 5.170412378688748339e-02
5.999999999999999778e-01 1.952209977499895222e-01 5.986384421353621477e+00 1.413692503448964015e-02
5.999999999999999778e-01 2.789249512482146809e+00 5.069102513304518665e-01 4.072203175187780883e-02
5.999999999999999778e-01 2.479470617975708890e+00 2.449238069947611951e+00 1.348676189081867913e-02
5.999999999999999778e-01 2.529519626131149668e+00 1.012393778419894197e+00 2.880596236955001999e-02
5.999999999999999778e-01 5.218207763439673741e+00 5.428390445570291156e+00 1.405609624442044625e-02
5.999999999999999778e-01 5.245683554054147102e+00 6.048195484020539858e-01 3.359200034249015115e-02
5.999999999999999778e-01 9.369756423129130818e-01 3.021622102937405518e+00 2.625177700870999498e-02
5.999999999999999778e-01 4.784610720664115746e+00 3.211570138293293297e+00 2.361557678299987598e-02
5.999999999999999778e-01 3.531097543928864990e+00 2.989772330433601688e+00 1.524327413967092350e-02
5.999999999999999778e-01 3.301543964006699472e+00 2.967030821406376084e+00 1.470993211567156456e-02
5.999999999999999778e-01 4.034817055023069976e+00 7.512956133528213287e-02 3.186924598822895444e-02
5.999999999999999778e-01 1.293997715802876369e+00 3.024900277406925575e+00 2.273927589466379767e-02
5.999999999999999778e-01 5.701733337174347049e+00 2.288654644157406715e+00 3.873155873513004638e-02
5.999999999999999778e-01 4.899244412460809883e+00 5.854994741464198960e+00 1.592418074328982511e-02
5.999999999999999778e-01 1.102635962916020951e+00 5.673694635362878103e+00 2.042015601883354070e-02
5.999999999999999778e-01 5.007655963286078205e+00 1.181676642707095937e+00 4.683543330705047802e-02
5.999999999999999778e-01 4.318410509141146214e+00 2.134433973125621498e-01 3.345686607519551825e-02
5.999999999999999778e-01 4.047132648993351900e+00 2.086552543159783557e+00 2.572632048890964584e-02
5.999999999999999778e-01 9.299780864738199648e-01 1.328678099254322786e+00 1.958456265034600602e-02
5.999999999999999778e-01 4.120912579139566212e-01 5.252986360866235493e+00 1.950126155569488137e-02
5.999999999999999778e-01 4.761613313643679568e+00 2.631474509287913488e+00 2.517278346987389392e-02
5.999999999999999778e-01 5.711583643206885164e+00 4.505536625372367432e+00 2.243985199560411675e-02
5.999999999999999778e-01 6.083106714261151460e+00 5.464199289310450958e+00 1.433303530661947378e-02
5.999999999999999778e-01 4.422862587409715829e+00 3.289567429466278892e+00 2.209337585224137313e-02
