# SNRtot, SNR220, SNR221, evidence220_221, evidence220, evidence221, nofilter
9.890170348678969958e+01 8.131137311070571627e+01 2.032015678559888627e+01 7.002018959586269631e+00 -3.061907219210466380e+01 -5.428538024600833722e+01 -4.878783075185379857e+03
6.734888796842744796e+01 5.537043716262564885e+01 1.383737503608293551e+01 7.809737209570221772e+00 -1.179092837860107679e+01 -2.368341402932545847e+01 -2.255945954182840978e+03
6.259979684044947135e+01 5.146600369960306409e+01 1.286163576256780239e+01 7.970375420210584316e+00 -9.498073216482012526e+00 -2.000458050171561197e+01 -1.947376881123719386e+03
9.732922418025198397e+01 8.001856978078298255e+01 1.999707816385175008e+01 7.033357193109448069e+00 -2.952989138057223073e+01 -5.250288849998457152e+01 -4.724498538655819175e+03
6.658090081169987684e+01 5.473904166544651417e+01 1.367958584859826132e+01 7.834978904062718463e+00 -1.141077615192490313e+01 -2.307237328231164142e+01 -2.204517775339653781e+03
5.655740500289002171e+01 4.649829172029924962e+01 1.162017737337402323e+01 8.189915983428662116e+00 -6.778455788135789639e+00 -1.566502361736150384e+01 -1.587379629221410141e+03
6.093457022981945670e+01 5.009694879481168073e+01 1.251950145528488534e+01 8.029229771757766088e+00 -8.726643897257080340e+00 -1.877071985961315903e+01 -1.844520523437345219e+03
8.962694277905784190e+01 7.368619071412921073e+01 1.841458200694811609e+01 7.198072540599381952e+00 -2.442574577689489601e+01 -4.416458265684903495e+01 -4.004504034851199322e+03
8.847189472678743982e+01 7.273657569408563006e+01 1.817726802053968171e+01 7.224543471135434380e+00 -2.369325124942432836e+01 -4.297026932378683739e+01 -3.901647677164824927e+03
8.551604743038521406e+01 7.030644563663787494e+01 1.756996523019689604e+01 7.294609848794765483e+00 -2.185767221147278150e+01 -3.998038436776575821e+01 -3.644506782948891669e+03
7.862298921794932482e+01 6.463936399471194250e+01 1.615373053786254331e+01 7.472095339782330647e+00 -1.779343172179333976e+01 -3.337775751516525702e+01 -3.078796815673833407e+03
8.307568198558705319e+01 6.830011553095916099e+01 1.706857236531990907e+01 7.355107727326662292e+00 -2.038426527509664510e+01 -3.758377274495255449e+01 -3.438794067576141970e+03
3.940860740598359513e+01 3.239952263298741286e+01 8.096817880378182508e+00 8.892006999468410555e+00 -2.139283984451649800e-01 -5.364602233632476569e+00 -7.645287677304178260e+02
8.430469531848829945e+01 6.931054061107836617e+01 1.732108311827656166e+01 7.324331070669752641e+00 -2.112155496489469897e+01 -3.878263929024188883e+01 -3.541650425262517274e+03
3.527703593869279075e+01 2.900277882305596222e+01 7.247953027433868378e+00 9.076682492319116946e+00 1.129467447685820858e+00 -3.306580051240367357e+00 -6.102442312008568024e+02
5.279502467009020705e+01 4.340507592886923049e+01 1.084716583207374718e+01 8.334578037251418436e+00 -5.194783622247669541e+00 -1.315329212465488951e+01 -1.381666913848662034e+03
4.546779218425712088e+01 3.738104081602569551e+01 9.341726515383431462e+00 8.631938783239540669e+00 -2.345336426752037795e+00 -8.672304726336035330e+00 -1.021669661946341762e+03
2.886249874619879563e+01 2.372911003269943464e+01 5.930034358055808141e+00 9.377767477156419673e+00 3.053922916737807025e+00 -4.066425323443194628e-01 -4.045315158281088088e+02
7.320330301342134760e+01 6.018360528092820516e+01 1.504021206930081966e+01 7.626765080139418451e+00 -1.480881202732703628e+01 -2.854750960681966276e+01 -2.667371384928337193e+03
2.504657897800772659e+01 2.059187715305196775e+01 5.146022705705799005e+00 9.568443034718768558e+00 4.117064520143042472e+00 1.165381429188807605e+00 -3.016751581417346415e+02
9.245145028798835085e+01 7.600834064497762199e+01 1.899489997317238377e+01 7.135371514253580294e+00 -2.625307144199762632e+01 -4.714669127129429427e+01 -4.261644929067136218e+03
7.528142297495384128e+01 6.189211768874070430e+01 1.546717866288697607e+01 7.565814362334132959e+00 -1.593142118500389692e+01 -3.036223558772520903e+01 -2.821655921457899240e+03
9.300605903939135999e+01 7.646430851535728834e+01 1.910884883740685680e+01 7.123384947184625560e+00 -2.661790981994078820e+01 -4.774252514262511227e+01 -4.313073107910320687e+03
1.063246585086020524e+01 8.741410586538661320e+00 2.184526307333661599e+00 1.048089841255650434e+01 7.877598910491609985e+00 6.637041998300574619e+00 -4.453426392579954296e+01
