# SNRtot, SNR220, SNR221, evidence220_221, evidence220, evidence221, nofilter
2.378306185940429529e+01 2.153492405301440371e+01 4.532296807392193649e+00 8.272269606179385448e+00 6.333020838912660544e+00 4.020461750245296173e+00 -2.708266145950709642e+02
6.985418565477891661e+01 7.273148466713301730e+01 3.349825414945027280e+00 5.637904139427053707e+00 3.841632873708788587e+00 1.061095507250438663e+00 -2.427813225637105461e+03
7.360501424713422836e+00 6.465274080647358979e+00 1.575654049945458768e+00 1.023198292623705363e+01 9.060304614422335590e+00 7.396804768612112113e+00 -1.509808950254949700e+01
4.444903653766409235e+01 4.389802863410314160e+01 9.059178635564005821e-01 6.996703786778220469e+00 5.419041036077694606e+00 3.397819066703089419e+00 -9.758680234542439393e+02
2.155373139180603914e+01 2.364865295122317335e+01 5.999318695453534467e+00 7.725775728138633447e+00 4.976995129736298651e+00 2.061447184367036112e+00 -2.202912673460078850e+02
8.268854742358600518e+00 8.349757992007171836e+00 1.402323409667848853e-01 9.937228919937401983e+00 8.884330401072771721e+00 6.646188239076559867e+00 -2.219657826605848783e+01
3.895278095888066616e+01 4.618493309576108885e+01 1.135136432144444640e+01 6.569764618957746549e+00 1.609088731987791565e+00 -2.520278344380125546e+00 -7.466691711062134118e+02
5.971828284895035210e+01 5.593078390129957711e+01 4.695893485477174778e+00 6.391879601563720925e+00 4.368126267004320162e+00 1.592697605325478438e+00 -1.771146252104564383e+03
2.635377548764099842e+01 2.673621406544278756e+01 7.865408156692441644e-01 7.902335037703328346e+00 6.310629375925877582e+00 3.991061226096755288e+00 -3.352703401174391047e+02
2.422042781418914714e+01 3.232478807892164951e+01 1.197947122485386728e+01 7.003933104465858150e+00 4.888310299148397320e-01 -2.046857954667689050e+00 -2.813241606421189545e+02
2.167004844942618291e+01 2.233814672202981555e+01 3.926399755824191651e+00 8.276237849617141151e+00 6.510346345831715453e+00 4.145279435775555577e+00 -2.228050987911843777e+02
1.425657303691815514e+02 1.454713782215784192e+02 1.217571145276175848e+01 4.226824516412453825e+00 -2.561038689989362460e+00 -5.392440987305802125e+00 -1.015050333674003195e+04
