# SNRtot, SNR221, evidence220, evidence221, evidence220_221, nofilter
1.334341108773574724e+01 1.788857150994057399e+00 8.546767961351669385e+00 5.992836273705345995e+00 9.947424041210785717e+00 -7.703290861909998455e+01
1.687748312496735892e+01 2.262645299643732066e+00 8.148689757242424392e+00 5.307777105728670008e+00 9.665374596785436978e+00 -1.304343172077243196e+02
3.036754776396457345e+01 4.071163259419575908e+00 6.926062619895643202e+00 3.426314558621205375e+00 8.788256652037336636e+00 -4.491035774892801555e+02
5.092130430079727148e+02 6.826660644529603417e+01 -8.950183139559196377e+01 -2.098330604988266543e+02 -1.700499075343694599e+01 -1.296369711836106726e+05
1.158890429433840836e+03 1.553642781654779981e+02 -4.719813844562729059e+02 -1.086825137692577755e+03 -1.026858047470396116e+02 -6.715015233155669412e+05
4.025860321578831531e+02 5.397187404185402215e+01 -5.486287296529522450e+01 -1.311560305149275507e+02 -8.995849462485770331e+00 -8.102576624320501287e+04
1.989464774196958956e+02 2.667135310883175237e+01 -1.040130802028656731e+01 -3.181689140359475942e+01 1.916380018395142937e+00 -1.977786003774373239e+04
2.830071959441702916e+02 3.794078162763216966e+01 -2.534497712962291160e+01 -6.477725524562514181e+01 -1.932966290185833103e+00 -4.003454607698194013e+04
3.415310013133999689e+01 4.578665604833050295e+00 6.619448703475407925e+00 2.977044422655518829e+00 8.568267022990323056e+00 -5.712267231816133517e+02
1.500677165358233900e+01 2.011852187520441593e+00 8.351852672058601712e+00 5.650785202715244537e+00 9.809780077491824457e+00 -1.006111966223265455e+02
6.145145528195792650e+01 8.238363825960464126e+00 4.537009018531289684e+00 -3.883661873707744405e-01 7.169924432052666496e+00 -1.876150277026182721e+03
2.637456062594069408e+03 3.535851595204531463e+02 -2.446392868750561775e+03 -5.629183281430680836e+03 -5.394289668125164781e+02 -3.478075250655997079e+06
1.186441851494468303e+01 1.590579032849578800e+00 8.735169429141866004e+00 6.338401207229972023e+00 1.007944762810709882e+01 -5.839181223982642877e+01
2.345118675850065301e+03 3.143935449219522980e+02 -1.934125262202686599e+03 -4.450456626511684590e+03 -4.263310006374758245e+02 -2.749778811509272084e+06
8.741649649492052276e+01 1.171931403758622992e+01 2.470560407748322085e+00 -4.477009629467190166e+00 6.100847844631341665e+00 -3.808831528614171020e+03
2.516384898392847163e+02 3.373540012029542368e+01 -1.921569378007616180e+01 -5.116736872200353048e+01 -3.970067256702476399e-01 -3.164897438318884451e+04
2.237467120132450589e+02 2.999614590036737383e+01 -1.432062004234117580e+01 -4.037944690264958325e+01 8.669842328003096732e-01 -2.501930516725995403e+04
4.527715301425449184e+02 6.069989031563687831e+01 -7.018447182214427471e+01 -1.658947338664697213e+02 -1.255963161529038175e+01 -1.024890388527016767e+05
1.030438242317558661e+03 1.381435980880285967e+02 -3.729319629456365988e+02 -8.592486501298221810e+02 -8.064383857180875737e+01 -5.308894952141407412e+05
5.726904319443524400e+02 7.677657292827744584e+01 -1.138732433882521065e+02 -2.654084677883808467e+02 -2.256543394191155372e+01 -1.639751750191954779e+05
