# SNRtot, SNR221, SNR220, evidence220, evidence221, evidence220_221, nofilter
3.351278631583123779e+00 9.681884538582452571e-01 2.567580006503000778e+00 1.029919366778882939e+01 1.031961060363532212e+01 1.126739798761191480e+01 6.374866875801837196e+00
7.183530041252794263e+01 2.471230494707688052e+01 6.021753134300663390e+01 -5.092578954158883953e+00 -1.877988550028058512e+01 6.124634206596709873e+00 -2.568164791570013676e+03
1.351126050550920752e+02 1.134843104169843571e+02 6.729990581794662319e+01 -3.966133412996994139e+02 -9.511010029232041063e+01 3.672996286933701171e+00 -9.115717621277592116e+03
4.450595769810636870e-01 2.332877672549250325e-01 5.036915301035859160e-01 1.194707973098296172e+01 1.195373204018609314e+01 1.196724778567454273e+01 1.189136209552338208e+01
2.402496694815723643e-01 1.356048175968709857e-01 1.837912516058939350e-01 1.197813227607413999e+01 1.198247241274915886e+01 1.198554429524643972e+01 1.196154115721166278e+01
3.721599275967600873e-01 1.134473470033515452e-01 3.480676657367102744e-01 1.195484535871055165e+01 1.195564668031640032e+01 1.196951832549785166e+01 1.192114960320025219e+01
2.785367885832780743e+01 1.046515755075096532e+00 2.720659977827198261e+01 6.825220278566045629e+00 1.393001315329348566e+00 8.370100419186334406e+00 -3.759233118623740779e+02
2.764800396131569471e+01 6.277555632683396780e+00 3.173741233447678312e+01 5.323446074115342874e+00 -9.368589620143574770e-01 8.038272030552596092e+00 -3.702156604134095232e+02
3.832556947278998649e+00 4.320690193923242273e-01 3.664092217402624474e+00 1.046703862848200828e+01 1.017834829575350675e+01 1.118179844416526514e+01 4.646154731986405828e+00
1.112393418131402143e+02 7.590090485366943085e+01 1.341796961332895819e+02 -2.251232551406795892e+02 -2.349745883039547323e+02 4.020615047424278110e+00 -6.175105182401268394e+03
5.930941190416738351e+01 1.074310356063203464e+01 5.072250509231589177e+01 2.908205342627908419e+00 -6.862409446207817787e-01 7.315887820277536591e+00 -1.746812769100041351e+03
1.546596749884353450e+01 1.248867367266311534e+00 1.500236054317542411e+01 8.295666770984839289e+00 5.062061507648913938e+00 9.615701828969807963e+00 -1.076076742285876122e+02
7.037459932899465809e-01 2.558879789547813949e-02 6.843203399677225685e-01 1.188085795878670226e+01 1.189054806055059998e+01 1.193275996632046976e+01 1.174277189751883732e+01
2.346253370941715559e+02 1.145534721679849355e+02 1.461760211639044371e+02 -4.183222956866001141e+02 -1.784606961105047276e+02 1.937983838854972163e+00 -2.751253400216776208e+04
2.788985070309240655e+02 8.541458583823359163e+01 3.474480497703443120e+02 -3.361765250310780857e+02 -1.926815114983597596e+03 -8.135414787064698672e-01 -3.888019821093013888e+04
7.860301821906860997e-01 3.552460318446727938e-01 5.306190347488616288e-01 1.186376066279438035e+01 1.191456212363122091e+01 1.194770449187465111e+01 1.168147938539730291e+01
4.119707596506065883e+00 5.930496101059678615e+00 6.392142618570596291e+00 8.948141525250566275e+00 7.797738634783344835e+00 1.040516807849323300e+01 3.504405768699772494e+00
2.677120830435062881e+00 1.500682169560300649e-01 2.546246938241309543e+00 1.083882552017818135e+01 1.070444900743977890e+01 1.139222315820105180e+01 8.406913138680003783e+00
7.267683575117565020e-01 3.480090853015845864e-01 1.011241814631250513e+00 1.186572160191703595e+01 1.185417047171867644e+01 1.191009155557085819e+01 1.172630498631449569e+01
2.497186953874924453e-01 2.867927806010102734e-02 2.637877343230356497e-01 1.197691142101778361e+01 1.197842073602259738e+01 1.198337449222878348e+01 1.195922139564164866e+01
1.221127631768831776e+02 8.874750868295529926e+01 3.711402942425656448e+01 -4.341289004476074069e+02 -1.477822198299809031e+01 7.169260952394042263e+00 -7.443773064237723702e+03
4.402148682459966267e+01 7.762443183714566430e+00 4.945072564466835985e+01 3.607139167699751958e+00 -1.449627431010878276e+01 6.848508056392854648e+00 -9.569552500151462482e+02
4.752722642406866704e+00 2.058914831184106120e+00 2.860856140913820234e+00 9.783384155602309562e+00 1.043565427586490735e+01 1.128326847074809791e+01 6.962148512312094084e-01
3.239676328697340324e+01 3.767519921634139290e+00 2.920651001427735238e+01 6.840418856646714119e+00 3.333967920438101640e+00 8.672416511754365231e+00 -5.127847346270392563e+02
5.623687488561108694e+01 2.078910771923230882e+01 6.588696985798527805e+01 -4.387390999770783395e+00 -6.417800780686178541e+01 6.578599211123085766e+00 -1.569302647340882913e+03
5.247463770651900061e-01 3.706748547546722117e-01 1.822438678981580795e-01 1.193678156349326613e+01 1.196966351640035242e+01 1.197840336901354341e+01 1.185272172893314213e+01
1.328847731088785844e+00 6.778217715986949443e-01 1.177414046718973539e+00 1.163799320213404975e+01 1.172678101453843702e+01 1.184286804834629692e+01 1.110748296284475778e+01
5.859393126241301708e+00 7.571394578621867488e+00 5.270494593353891588e+00 6.047130085097328411e+00 8.891587892942972360e+00 1.035029864405020206e+01 -5.175842794867245189e+00
1.520601542716892018e-01 1.478566066833845449e-01 1.208745640472428384e-01 1.198456665219342909e+01 1.198580518856033272e+01 1.198727196793936578e+01 1.197883996379609961e+01
1.609333730543641749e+01 4.023591532916537261e+00 1.337949309138276099e+01 7.526993210143401392e+00 5.457093177092187553e+00 9.726016146586747624e+00 -1.175073517042210938e+02
4.120074850803542965e+00 2.546720376234333560e+00 6.023776628028009839e+00 9.391349467519260585e+00 7.350853925422831558e+00 1.041618517545232336e+01 3.502892720942746507e+00
1.275295071420802229e-01 1.055349631455804460e-01 2.694977031292030561e-02 1.198706134581180649e+01 1.198929743715586937e+01 1.198978624614124300e+01 1.198226922145871320e+01
1.851250799588011475e-01 1.103869444119099236e-01 9.202715467379385395e-02 1.198364606038121316e+01 1.198749680175513710e+01 1.198863293876447855e+01 1.197326546143978732e+01
1.200049161144007837e-01 1.359024393124752261e-01 1.756938926013460467e-01 1.198578097530540099e+01 1.198540114238533505e+01 1.198727943127748041e+01 1.198320051910885198e+01
4.378926607467243381e-01 2.328716775689366747e-01 3.674450922888002902e-01 1.194252097259363055e+01 1.195094895128189272e+01 1.196848796475978105e+01 1.189452611788674119e+01
1.665827080228764601e+02 9.019215818701437115e+01 8.192585080396038677e+01 -2.896150437005317144e+02 -4.957164792839142820e+01 5.681932717792697041e+00 -1.386290890500839851e+04
4.731383573692494182e-01 1.850818551712303528e-01 4.804714178057579166e-01 1.194072111611870568e+01 1.194938092228599480e+01 1.196661191348534459e+01 1.187847115644762930e+01
1.499961348856986909e+01 1.508922332797820687e+01 2.491991468242679364e+00 -1.145515838781613027e+01 9.632123882753877098e+00 1.048338528287720095e+01 -1.005038012941889320e+02
4.516932857994375468e+02 1.029753324274369390e+02 4.849344559228363778e+02 -3.949326186719975453e+02 -6.921426087897159505e+02 -4.248099195080586199e+00 -1.020014218170371314e+05
1.861436268938055250e+01 1.102089950669753904e+01 1.088297401761450978e+01 4.731183592520761039e+00 5.317863317085455677e+00 9.829910298490100118e+00 -1.612568480568467066e+02
4.213530400320963376e-01 1.123186608143252330e-01 4.311748443329996849e-01 1.194941778856917658e+01 1.195180419167049557e+01 1.196820661739048042e+01 1.190163191688252020e+01
4.119850814780884107e+00 7.963359287389112140e+00 8.335835739416674883e+00 7.435736128923263522e+00 6.308744213336860085e+00 9.874386314208546622e+00 3.503815741029306707e+00
2.259618921790999480e+01 5.328469399013798125e+00 2.458314570230919571e+01 6.039562856565791726e+00 5.841317324152677237e-01 8.448889713244609467e+00 -2.433034824767412658e+02
1.775083223841992819e+01 1.133222943779717617e+01 7.888528662071863096e+00 -6.048151729839128521e-01 7.500016056006996834e+00 1.040196106630392237e+01 -1.455556214692094557e+02
1.693905637130690423e+01 5.711351976075129677e+00 1.204695173952516107e+01 7.036144606916306721e+00 6.130985057946424455e+00 9.920114618962228903e+00 -1.314754142661018363e+02
1.929729674071283796e+02 8.647070513925276813e+00 1.899872677913206758e+02 -2.133503761130669751e+00 -6.126378970112834565e+01 1.024323979965203524e+00 -1.860729267384725972e+04
1.105693738301496687e+01 1.603954974706923409e+01 2.251908617114827393e+01 -8.216416585993464139e+00 -2.082608951076208825e+01 8.416035211988075915e+00 -4.913753103690226709e+01
4.193536287636458582e+00 3.939223717482677412e+00 5.878390941565760919e-01 9.282059856226789307e+00 1.144878192916380755e+01 1.167507992828505259e+01 3.197527811192779623e+00
3.606861258913561241e-01 1.753057808460916356e-01 2.519682271745655178e-01 1.196133410340454262e+01 1.197115643479041047e+01 1.197958646170782160e+01 1.192535386834940603e+01
7.154164136308708954e+00 6.112697961483358533e+00 2.654617863940443190e+00 7.845405979999526380e+00 9.887234153317834284e+00 1.109472010506134865e+01 -1.360063113556820547e+01
9.117716988700758085e-01 4.655984220058955181e-01 4.986738499914028511e-01 1.183389230288040572e+01 1.191545959517517694e+01 1.194598933600244095e+01 1.157473729362445169e+01
4.457493668462672076e+01 1.685883308852454121e+01 3.422756297365820188e+01 5.085081013340664313e-01 -1.457461868523814097e+00 8.085680596912496299e+00 -9.814720891101858342e+02
5.959646010105424097e+01 1.032128803330854794e+01 5.438653403158703270e+01 3.403310476281573571e+00 -7.806969358539018522e+00 6.613385143346755868e+00 -1.763878627179220530e+03
5.930998300808475960e+02 2.257356726156644129e+02 3.882801681749104432e+02 -1.588733239642003809e+03 -8.782666459744402800e+02 -1.470146633071246534e+01 -1.758717138198560860e+05
7.706021862573196601e-02 1.062188411594190973e-01 7.076723032436375849e-02 1.198885465910210613e+01 1.198962330864621606e+01 1.198999301716389709e+01 1.198743197040734110e+01
3.633949066841293529e+02 1.736447356115413641e+02 2.285364495001757348e+02 -1.400371567671851835e+03 -4.535006034097426664e+02 -7.371012697222409926e-01 -6.601593870087448158e+04
1.226279440121669922e-01 9.574483450157725284e-02 1.903086849116336354e-01 1.198650605451314810e+01 1.198614930492148645e+01 1.198780418029555328e+01 1.198288230272833843e+01
3.103093613882502950e+02 2.008714953542708770e+01 2.975515302150816410e+02 -1.412427232085225626e+01 -1.861070800896928574e+02 -1.173125240189371699e+00 -4.813395948148280149e+04
1.633911420629504008e+01 1.908831048214918980e+01 3.491401833197607996e+00 -1.226531748852440451e+01 9.468675685879794912e+00 1.048664264661833911e+01 -1.214929254141215154e+02
1.706661455442955599e+01 1.709044799620563282e+01 2.141707285548416717e+00 -8.981970978705424713e+00 8.858223645898389620e+00 1.009942588376407713e+01 -1.336442650656787237e+02
1.057661467069038963e+01 6.138389882140124598e+00 5.871949885416483106e+00 7.480773443225295694e+00 8.026722969536566055e+00 1.058506409127195447e+01 -4.394198783707692257e+01
2.141001566093250208e+00 5.101065988042955412e-01 2.076236848533635548e+00 1.121793346721371165e+01 1.128490405001289254e+01 1.161617015183396084e+01 9.698457256047788633e+00
4.140507483644491948e+00 2.382640978730319770e+00 2.189287968259614026e+00 1.006164737126422004e+01 1.079975811638484551e+01 1.139750027020728496e+01 3.418499997996644169e+00
2.144773020153794896e+00 1.329796635359762558e+00 9.822756320119071516e-01 1.121497154087965953e+01 1.168528804387905140e+01 1.181410225816612503e+01 9.690375455064849319e+00
6.067040036194170760e+00 9.013031583148441994e-01 5.283929238376558146e+00 9.726494720718026343e+00 8.856435385963374429e+00 1.078881019821875142e+01 -6.414086291336820622e+00
4.961835342425249706e+00 1.683539617387429965e+00 3.932239584738082883e+00 9.771777237479973621e+00 9.259092613956013906e+00 1.095416114478781822e+01 -3.195038736154813819e-01
9.842562166825012948e-01 3.329056193307340927e-01 1.069320660050478766e+00 1.179051098538914211e+01 1.181710590673832506e+01 1.188837595354558196e+01 1.150602095901558819e+01
8.636685272820483306e+01 2.729085359445587144e+01 6.408451478699205950e+01 -1.168659198755060302e+01 -1.232784261545205950e+01 6.361956844569582437e+00 -3.717626223978656071e+03
3.587648709189083518e-01 3.210039764242484384e-01 1.156635580099389521e-01 1.196409993969054142e+01 1.198113360107478442e+01 1.198467640582828508e+01 1.192604499275193319e+01
5.242345253383108306e-01 3.169230547755225169e-01 2.982845477990490046e-01 1.193702770486921771e+01 1.196662524846846409e+01 1.197582371495138531e+01 1.185299019027632283e+01
3.567581248111914505e+01 1.176380219488293299e+01 2.691471788755023553e+01 2.681709435974004574e+00 1.883119900907122890e+00 8.794855384786600894e+00 -6.243913969849335217e+02
1.644065378381424409e+02 3.432469820896308477e+01 1.751182320705988502e+02 -4.070229425162317227e+01 -8.565348850417508686e+01 3.707002403781258781e+00 -1.350276444085322692e+04
5.498050438170999143e+00 8.333930394888604543e-01 4.780315655639599370e+00 9.892788859515521338e+00 9.200006975394149578e+00 1.087885353943436861e+01 -3.123878201281494071e+00
3.685802428664363362e+00 4.995454002859784914e+00 7.017950876926774662e+00 8.467664614759451425e+00 6.875472359075001094e+00 1.028067231958251249e+01 5.197831337480604219e+00
1.038343567640141352e+01 7.855478545681796376e+00 1.653205073455842822e+01 5.324322282434117426e+00 -3.522065097123626920e+00 8.963322950006025636e+00 -4.191746711392817559e+01
8.229117634595935726e+01 4.904733819387813298e+01 8.254921593760592202e+01 -5.626920783144334592e+01 -5.879580232648743987e+01 5.254437884338024389e+00 -3.373928451091835541e+03
3.254856245232918610e+00 4.870029724794330050e+00 4.998588717734546272e+00 9.454240063722506804e+00 9.210877798115205906e+00 1.079877758078865035e+01 6.693356520488797479e+00
1.765945584016072303e+02 3.817458619638536987e+01 1.447912779806815138e+02 -1.910304351222760744e+01 -2.637706904027080768e+01 1.619772515434911409e+00 -1.558082862742027646e+04
3.983660871544540782e+01 4.205914923048808873e+00 3.657370164851322869e+01 6.198395871360112608e+00 9.012787725547011242e-01 8.183511289713107928e+00 -7.814872958646957386e+02
6.085922670288901326e-01 5.238760672010135400e-01 6.889324610093932044e-01 1.188928211462902595e+01 1.188887184022879495e+01 1.192659525954037214e+01 1.180520883531098164e+01
2.265346335239611619e+01 8.581039892687325477e+00 1.516156152259310197e+01 5.441261971065802783e+00 5.146234855359105964e+00 9.703550536309780483e+00 -2.445992998201222974e+02
2.857403426573988270e+00 4.346554308016770118e-01 2.889638336181238998e+00 1.067908362229256269e+01 1.051060050696403181e+01 1.130056659537018682e+01 7.908023937956278893e+00
4.383170369267752053e-01 1.503639084847410989e-01 5.166171026031077806e-01 1.194221821956100094e+01 1.194109703250354571e+01 1.196038773072418948e+01 1.189434019662452968e+01
8.048801974581980545e+00 2.765387317743751794e+00 5.747249904983254609e+00 8.754742570067875818e+00 8.649770174710075921e+00 1.074061694289980018e+01 -2.040120550396272847e+01
1.186040828715946844e+02 6.035986210236234228e+01 6.163056681158523276e+01 -1.046724736978186172e+02 -1.951068567821272026e+01 5.946336612634130603e+00 -7.021473835796995445e+03
3.521665100089519385e+00 1.089732327495080005e-01 3.607888873597253632e+00 1.055028452938894112e+01 1.016297327665819950e+01 1.118544235633464723e+01 5.789338570460402345e+00
