# SNRtot, SNR221, evidence220, evidence221, evidence220_221, nofilter
2.810718305868963540e+00 1.590579032849578800e+00 1.083028919449369987e+01 1.133169337292831003e+01 1.162927528520054032e+01 8.040332411581216476e+00
1.455804429569993630e+01 8.238363825960464126e+00 5.040060601524821493e+00 7.764885673769735597e+00 1.046310886539019158e+01 -9.397792574872606508e+01
5.555660383477077175e+02 3.143935449219530369e+02 -3.528758020357065561e+03 -5.074775186603623069e+02 -3.089334921334899775e+01 -1.543148210815743078e+05
1.072630088482584085e+02 6.069989031563687831e+01 -1.289868787967808430e+02 -1.491187736112321183e+01 6.911431734737887744e+00 -5.740686132481725508e+03
6.248216907318692392e+02 3.535851595204531463e+02 -4.463695381152751906e+03 -6.424208693027139816e+02 -4.066728558901324675e+01 -1.951890822034067533e+05
1.356721763173153477e+02 7.677657292827744584e+01 -2.082458884303266018e+02 -2.671080514319959676e+01 5.701478150325973715e+00 -9.191479312229297648e+03
2.441140817058326604e+02 1.381435980880285967e+02 -6.798345930118983915e+02 -9.557401575434977303e+01 -2.164313332120757494e-01 -2.978385204243191765e+04
5.300630440012350419e+01 2.999614590036737383e+01 -2.805888733029505744e+01 7.794947220587120640e-01 8.911845262775084819e+00 -1.392843751970221547e+03
5.961395486526309639e+01 3.373540012029548762e+01 -3.685618934189943730e+01 -6.794301577579702212e-01 8.682067634459528449e+00 -1.764921406229758077e+03
8.888271707675696689e+02 5.029852542312438004e+02 -9.033736127839769324e+03 -1.301816517367190727e+03 -8.800931344434260950e+01 -3.949948793462321628e+05
3.905480421957004751e+02 2.210102399588866433e+02 -1.743057747902833171e+03 -2.495608838410906856e+02 -1.197739238985292332e+01 -7.625189623033827229e+04
3.087689697534613060e+02 1.747316507168039550e+02 -1.088843033901809804e+03 -1.548937240047380044e+02 -4.844074015098787100e+00 -4.765714794019789406e+04
2.170563142891875259e+02 1.228316696607752618e+02 -5.370242817304329037e+02 -7.481231884339268845e+01 1.466770111764988727e+00 -2.354473138529422431e+04
1.525847743392880602e+02 8.634737329934002048e+01 -2.641361272664896092e+02 -3.494917228830232858e+01 4.918040840238486311e+00 -1.162906627897667568e+04
8.480259828863053428e+01 4.798959557327827952e+01 -7.923260063818659660e+01 -7.359747721690368394e+00 7.780358838411602918e+00 -3.583749937142366434e+03
3.726201203562659714e+01 2.108648701718009022e+01 -1.089485454968785660e+01 3.829673931343142268e+00 9.468972124473834739e+00 -6.822383693625359911e+02
2.945950772790267891e+01 1.667106775240701921e+01 -4.313230228097656216e+00 5.169079850261763198e+00 9.765207370980462542e+00 -4.219408966761241118e+02
5.687740466428026664e+00 3.218679264763102399e+00 9.256402376306358093e+00 1.030676088269822621e+01 1.121492349122108934e+01 -4.184794697666790242e+00
5.057307524618858352e+00 2.861918711147489081e+00 9.576936100053064393e+00 1.053819608445297540e+01 1.129631193086419394e+01 -7.977785902285958741e-01
1.023391515218126280e+01 5.791349076508991445e+00 7.125380817956754598e+00 8.791394536106359681e+00 1.075879519398873363e+01 -4.037610856196795339e+01
1.294442096909093642e+01 7.325218092052491414e+00 5.840504615002959810e+00 8.111021485593306934e+00 1.056376951798884178e+01 -7.178861600346591842e+01
2.329081410688678488e+01 1.318021820224998386e+01 3.730440226985898278e-02 6.196192121633828265e+00 1.002239289796394495e+01 -2.592406097717235411e+02
3.313186580198501474e+01 1.874924675083401127e+01 -7.256815265681754390e+00 4.548475615057328447e+00 9.622864411537475959e+00 -5.368698646513174708e+02
4.190701330379033607e+01 2.371508256489962108e+01 -1.541005828776403597e+01 2.985888054703468519e+00 9.301221160644971064e+00 -8.661084809129755513e+02
7.540302180870421012e+01 4.267039683485657520e+01 -6.176975556003270640e+01 -4.651923799825422812e+00 8.124033384731603746e+00 -2.830817447832906055e+03
1.716056599970678747e+02 9.711124880060278031e+01 -3.347796070039336200e+02 -4.531018021728549172e+01 3.978180438833321730e+00 -1.471226087040557468e+04
3.472594370611082013e+02 1.965133177505617539e+02 -1.377711755857022126e+03 -1.967168014825211628e+02 -8.020035596634944142e+00 -6.028256791288982640e+04
1.929976478357366716e+02 1.092169255794220106e+02 -4.240921894429149006e+02 -5.835929870588302038e+01 2.844025451304785790e+00 -1.861205563395446370e+04
4.392329105689778430e+02 2.485608951383408396e+02 -2.205136414682581290e+03 -3.163430368729591464e+02 -1.692288867894035320e+01 -9.645078446233877912e+04
7.903089751265512177e+02 4.472340336220569270e+02 -7.141922859362619420e+03 -1.028878707237003709e+03 -6.846737519086815382e+01 -3.122821476816807990e+05
2.619419626884885943e+01 1.482323549840645427e+01 -1.919824484810837006e+00 5.712715494210449663e+00 9.897868565332483826e+00 -3.310775579764330701e+02
1.150965272681120588e+01 6.513286039522229842e+00 6.528302453041844977e+00 8.452420824204459393e+00 1.066215277866499278e+01 -5.424565183684163827e+01
4.496752190000806060e+00 2.544701734926963610e+00 9.873336149164014586e+00 1.074180223880030205e+01 1.137279168509209448e+01 1.880010979916139746e+00
9.099581180071101727e+00 5.149432087346457187e+00 7.649226722145971991e+00 9.126101058790201392e+00 1.085402065340006139e+01 -2.941078771729743124e+01
6.396761805755709851e+00 3.619912812010691816e+00 8.909293408132226588e+00 1.004689021861254972e+01 1.112914174790718569e+01 -8.468879690732860510e+00
