# SNRtot_MF, SNRtot_opt,SNR220_MF, SNR220_opt, SNR200_MF,		     SNR200_opt, evidence220_200, evidence220, evidence200, nofilter
2.970832866990337706e+01 2.971254574048291275e+01 2.900834434627144276e+01 2.898324840335346764e+01 4.721154498271458166e-01 1.189150112609511645e+00 -4.018424420697526216e+02 -4.039381022144390840e+02 -4.082290575035476081e+02 -8.359713520895546708e+02
4.285365987215090655e+01 4.251441056951276209e+01 4.775237997309591975e+01 4.740755193395939671e+01 8.790943861514744384e+00 9.004663023557215595e+00 -4.344646690132771596e+02 -4.362385248834128220e+02 -4.349186139671650722e+02 -1.327424054977997230e+03
3.321574058391252038e+01 3.461256897811630040e+01 5.339994762333024170e+01 5.449748607577168968e+01 2.345214312960462522e+01 2.295262432859773583e+01 -4.546300158473144393e+02 -4.606166508814443432e+02 -4.619399070548299733e+02 -9.784486021386549055e+02
7.645246631323608710e+01 7.579413128854119464e+01 7.524952912626727652e+01 7.458627034176987536e+01 1.926334509193053046e+00 1.670103513276121721e+00 -4.700366459196662277e+02 -4.738204155474179515e+02 -4.736462815588835156e+02 -3.345405507079383369e+03
4.523265157354706645e+01 4.251916142894556572e+01 2.852603988222390896e+01 2.559785093080517271e+01 1.998118246921641727e+01 1.769720735314634652e+01 -3.967866580776243950e+02 -4.003623861498190877e+02 -4.003047381717686335e+02 -1.412169162027735183e+03
7.157365440530443834e+01 7.057088056288280598e+01 8.831532915268310546e+01 8.744799165370578464e+01 2.238330958880769472e+01 2.260802139431148916e+01 -4.210138810038673682e+02 -4.377591814997331880e+02 -4.398527484896758324e+02 -2.932500935891152039e+03
9.974026734500287716e+01 1.007446535136440104e+02 9.234962844309005447e+01 9.343519387731168990e+01 1.118649333701485382e+01 1.116468526508326065e+01 -3.945886276887925987e+02 -4.120349055710123594e+02 -4.452013103854774840e+02 -5.353519429453238445e+03
1.935575880796672976e+01 2.109448188242364708e+01 1.725305912625532656e+01 1.863620149671901771e+01 5.363948566244501670e+00 6.935670150647456289e+00 -3.918756844609590644e+02 -3.931170968696351906e+02 -3.923197870123682947e+02 -5.762269152178917011e+02
5.173922197527811306e+01 5.241750892199853240e+01 3.864040534607644872e+01 3.929151012326156689e+01 1.571971615157884372e+01 1.633031208421623859e+01 -3.999565884039990351e+02 -4.115366892767977447e+02 -4.115962937279190328e+02 -1.735657500356723631e+03
4.124831731614986552e+01 4.318478743839744993e+01 4.698324161363944995e+01 4.874972756913533800e+01 1.197412139219628102e+01 1.176246001594649648e+01 -4.020894539961808505e+02 -4.099386632542251618e+02 -4.290312499400197339e+02 -1.237996550785173667e+03
6.201661044887436702e+01 6.164385596169230297e+01 6.431428506076544238e+01 6.399091706775528365e+01 3.927668326815773270e+00 3.217323344663545193e+00 -4.251952076687530848e+02 -4.273872727865703496e+02 -4.260192644626507672e+02 -2.339836327770079151e+03
1.037518885354357252e+02 1.030272531452047957e+02 1.050426018166498920e+02 1.042969274998340836e+02 1.618325213487856473e+01 1.637345912464341069e+01 -4.640785959823407438e+02 -4.719240037265886372e+02 -4.810446864936576503e+02 -5.776188949108956876e+03
9.547835261379755423e+01 9.633058098197668073e+01 8.094599779719712274e+01 8.174680211655250162e+01 2.415967662589060083e+01 2.482954243792369553e+01 -6.449287480684192815e+02 -8.165689156338598877e+02 -9.279081553764759747e+02 -4.965163094957481917e+03
9.282520022126472270e+01 9.331943373183446511e+01 7.541725618692234434e+01 7.612065496149396893e+01 2.258536242351300771e+01 2.225183559831944535e+01 -4.321165725822577883e+02 -4.356133175238549597e+02 -4.343994890409259710e+02 -4.682714265296999656e+03
2.745025485406655363e+01 2.784810643862562429e+01 2.252393885171800747e+01 2.297268420816781287e+01 5.849855091031767707e+00 5.978733213284041170e+00 -3.981788575301938522e+02 -4.059359264379763772e+02 -4.069317152555178723e+02 -7.674882337910829619e+02
5.498042905472456710e+01 5.436445133270947139e+01 7.520602321088625786e+01 7.545160880533477155e+01 4.663733700852580455e+01 4.549395163031626055e+01 -4.046053423987534075e+02 -4.320120571098516393e+02 -4.869981488946445438e+02 -1.906349680287459933e+03
8.298147430057535701e+01 8.368958794684836278e+01 7.706724756946161392e+01 7.759998229739188957e+01 1.429755062048751846e+01 1.545699547198010215e+01 -4.176851698217878379e+02 -4.573648330463942102e+02 -5.090944865029093194e+02 -3.843619099389389248e+03
1.212641495755158694e+01 1.143949791314819286e+01 1.264684894103671731e+01 1.191821645624403203e+01 -3.911514208004771564e-01 7.340819864701938480e-01 -4.037843263268306373e+02 -4.033370642133345427e+02 -4.041096156525565561e+02 -4.717243684705697433e+02
1.627008280647018523e+01 1.774181776298790325e+01 1.587351402843724557e+01 1.729012961584987451e+01 2.098939391025011147e+00 2.698461179286046452e+00 -4.115002904707227458e+02 -4.120458748014789307e+02 -4.121635548903499853e+02 -5.390577747740579753e+02
5.383604882491241028e+01 5.366895539575144625e+01 5.395821212703939551e+01 5.369816631461643652e+01 5.673900296015143674e+00 6.448672677580831625e+00 -4.022421188034012403e+02 -4.072856676205099689e+02 -4.209628997278182396e+02 -1.846286280029295312e+03
