# SNRtot, SNR330, SNR220, evidence220, evidence330, evidence220_330, nofilter
4.439352532597761325e+01 2.636762656241665326e+01 2.735711323376707327e+01 -1.320574988710273203e+02 -2.163361884844763949e+02 6.075318061159939553e+00 -9.729225712447914702e+02
4.876811400845303979e+01 2.896592259537867164e+01 3.005291441330542668e+01 -1.603811436973728632e+02 -2.620350886290798940e+02 5.880907739006330459e+00 -1.176694497781420296e+03
7.802209243516567483e+01 4.634138383565067443e+01 4.808041717370083745e+01 -4.170587953078976398e+02 -6.768664326370204662e+02 4.905601522095222933e+00 -3.031253479791452264e+03
9.415648695803972146e+01 5.592444096990562485e+01 5.802309360409148553e+01 -6.088529208870457978e+02 -9.871376893641281640e+02 4.509120910913853919e+00 -4.420252043950436018e+03
1.506370766672938544e+02 8.947120452479775565e+01 9.282875224102421896e+01 -1.562383229543487232e+03 -2.530495032729303148e+03 3.474966881711467170e+00 -1.133329445924476568e+04
2.193800772596516708e+02 1.303012524898916809e+02 1.351910119945558790e+02 -3.315893525327586758e+03 -5.369242802049338934e+03 2.553926707978578570e+00 -2.405133917503605335e+04
4.235566169274397907e+02 2.515723322528765209e+02 2.610129798233148790e+02 -1.236424125489530888e+04 -2.001839167664125853e+04 3.694849493179563904e-01 -8.968763389731968346e+04
1.817877155295126101e+02 1.079731911696621580e+02 1.120250550441996467e+02 -2.276289260370591364e+03 -3.686208274570025424e+03 3.029979663506051857e+00 -1.651091678453018176e+04
5.111450082021275598e+00 3.035956391512436792e+00 3.149885431621207488e+00 8.330738468517242978e+00 7.257386881699472880e+00 1.015438392654748689e+01 -5.934867811811024296e-01
9.868665064658546981e+00 5.861514110081645690e+00 6.081476649073448648e+00 1.572481819543710913e+00 -2.808705340285452934e+00 8.925312220390903661e+00 -3.622530088988948194e+01
2.093095393147457628e+01 1.243198355633439967e+01 1.289851329871835084e+01 -2.439683671756247207e+01 -4.331924018655979580e+01 7.622278474758654276e+00 -2.065824420514389601e+02
1.578846985456571517e+01 9.377594459108072655e+00 9.729503445100876391e+00 -1.053690931002681097e+01 -2.140815547739272162e+01 8.149911124471669766e+00 -1.121679159849486211e+02
4.235566169274412651e+00 2.515723322528767181e+00 2.610129798233171705e+00 9.300234265701471159e+00 8.639345781468064089e+00 1.060741317403095074e+01 3.499963802165588334e+00
3.194938415111988661e+02 1.897640306801588963e+02 1.968852244901238180e+02 -7.034571104042915067e+03 -1.138966449376224591e+04 1.444865003664865144e+00 -5.102568740760221408e+04
2.908346618071563512e+02 1.727418513764758075e+02 1.792242611268113990e+02 -5.828910917248719670e+03 -9.437721388121079144e+03 1.748578887698620132e+00 -4.227993028005217639e+04
7.444052544775290770e+00 4.421410468539306748e+00 4.587330852644893930e+00 5.359015526303881671e+00 2.860354153490176188e+00 9.379121942785108246e+00 -1.523698495537119335e+01
1.190943237296441914e+01 7.073632091050117587e+00 7.339081264321826836e+00 -2.154889519612647852e+00 -8.451580264155115430e+00 8.627290180133975639e+00 -5.844731553378989730e+01
6.776307468382077204e+00 4.024801893663970453e+00 4.175838917006904794e+00 6.275468721656562110e+00 4.224859635347332443e+00 9.548130478144523536e+00 -1.048919726370880845e+01
1.437221534188523542e+01 8.536407150069468486e+00 8.856749258837560035e+00 -7.279718510673087728e+00 -1.633319597251158228e+01 8.314213630933581456e+00 -9.081031272744411353e+01
2.299351403477106004e+01 1.365704541314613962e+01 1.416954752911576598e+01 -3.090360464362668580e+01 -5.369124066336505052e+01 7.435676996921260162e+00 -2.518808696442902999e+02
6.465244301940039406e+01 3.840045279949683987e+01 3.984149020682579589e+01 -2.852069525921144759e+02 -4.636749673017201872e+02 5.297332894345567311e+00 -2.077499219999091110e+03
3.348656915694218839e+01 1.988941729460070462e+01 2.063579897090906812e+01 -7.277550055040423160e+01 -1.208382603691520245e+02 6.660771836504044252e+00 -5.482051827620193762e+02
2.774840351959882412e+01 1.648122189746185384e+01 1.709970567932608176e+01 -4.804920200386689544e+01 -8.112832260933311090e+01 7.051557120351413133e+00 -3.725169747539256377e+02
1.371246564282067766e+02 8.144547446163019799e+01 8.450184403023074253e+01 -1.294285145382743167e+03 -2.096504032788800032e+03 3.689028398219668770e+00 -9.389115726087558869e+03
1.034347747084212443e+02 6.143529924809588039e+01 6.374075550948909097e+01 -7.353518093808343110e+02 -1.191833963966208785e+03 4.308215669202095199e+00 -5.336906335301612671e+03
2.525932116606435329e+01 1.500282626433350686e+01 1.556583092408181912e+01 -3.869825143740712292e+01 -6.614986834674425609e+01 7.245038075777270770e+00 -3.065466786958767784e+02
1.308300143941992566e+01 7.770675875302035962e+00 8.062282713247592270e+00 -4.512364152682819984e+00 -1.205977387926160738e+01 8.473129556867421641e+00 -7.311248914261538800e+01
1.084113459002272073e+01 6.439114404265277258e+00 6.680752303043816731e+00 -1.438604807053271983e-01 -5.398037411918742201e+00 8.777585302672648027e+00 -4.629512541017700755e+01
6.168460341978568628e+00 3.663769830579141740e+00 3.801258557737508870e+00 7.062673219512038969e+00 5.393219021338269137e+00 9.733518104610460853e+00 -6.554977305964628798e+00
8.177597983552836070e+00 4.857101305304914796e+00 5.039371673539280394e+00 4.289080378702217367e+00 1.263530250518742903e+00 9.222284948114127801e+00 -2.096658020098715980e+01
2.647462627398348900e+02 1.572465925708881969e+02 1.631475183556131583e+02 -4.829833204168315206e+03 -7.820241732653152212e+03 2.032490745024670531e+00 -3.503282184316551866e+04
3.509771295117042200e+02 2.084635949715436709e+02 2.162865193518572653e+02 -8.489533500141544209e+03 -1.374523563063867005e+04 1.117247517570157722e+00 -6.158000274594847724e+04
1.136273555294152260e+02 6.748920379435064376e+01 7.002184234854448164e+01 -8.879670467819706801e+02 -1.438824930666673481e+03 4.104944154766639208e+00 -6.443117988114747277e+03
1.248243249043100889e+02 7.413966700807701216e+01 7.692187465764283161e+01 -1.072103753714821323e+03 -1.736861592916424570e+03 3.898763630266404157e+00 -7.778086069719067382e+03
3.048276289075166900e+01 1.810530032458810012e+01 1.878473020461801468e+01 -5.927883040281123783e+01 -9.914815483988171252e+01 6.856457178161193156e+00 -4.521294425375770061e+02
3.678637392291275887e+01 2.184934318827777133e+01 2.266927416732833223e+01 -8.900772072967002657e+01 -1.469574897531536237e+02 6.465191413326429881e+00 -6.641486790088614498e+02
5.885300108326087098e+01 3.495586221743140953e+01 3.626763594374059352e+01 -2.356318293726353659e+02 -3.835599611040905756e+02 5.492145959829896285e+00 -1.719367894063835820e+03
